t:game number,to:game number,t:abbreviation,to:abbreviation,t:rest,to:rest,t:goals,to:goals,t:line,to:line,t:wins,t:losses,to:wins,to:losses,t:matchup wins,t:matchup losses,t:period scores,to:period scores,H
21,20,NJ,BOS,1,3,2,3,-105,-105,12,8,8,11,0,0,"[1, 0, 1, 0, 0]","[2, 0, 0, 0, 1]",True
20,21,BOS,NJ,3,1,3,2,-105,-105,8,11,12,8,0,0,"[2, 0, 0, 0, 1]","[1, 0, 1, 0, 0]",False
21,22,NYI,PHI,2,0,4,3,-145,135,11,9,8,13,0,0,"[1, 2, 0, 1]","[1, 2, 0, 0]",True
22,21,PHI,NYI,0,2,3,4,135,-145,8,13,11,9,0,0,"[1, 2, 0, 0]","[1, 2, 0, 1]",False
23,22,PIT,VAN,3,0,2,5,-195,180,11,11,10,11,0,1,"[1, 0, 1]","[2, 2, 1]",True
22,23,VAN,PIT,0,3,5,2,180,-195,10,11,11,11,1,0,"[2, 2, 1]","[1, 0, 1]",False
23,20,WAS,OTT,1,2,5,2,-135,125,11,11,8,11,1,0,"[2, 2, 1]","[0, 1, 1]",True
20,23,OTT,WAS,2,1,2,5,125,-135,8,11,11,11,0,1,"[0, 1, 1]","[2, 2, 1]",False
20,22,CAR,NYR,2,2,1,6,-145,135,9,10,10,11,0,0,"[1, 0, 0]","[3, 0, 3]",True
22,20,NYR,CAR,2,2,6,1,135,-145,10,11,9,10,0,0,"[3, 0, 3]","[1, 0, 0]",False
22,21,CLB,CAL,1,1,1,0,-150,140,13,8,12,8,0,0,"[0, 0, 0, 1]","[0, 0, 0, 0]",True
21,22,CAL,CLB,1,1,0,1,140,-150,12,8,13,8,0,0,"[0, 0, 0, 0]","[0, 0, 0, 1]",False
21,21,TB,CHI,3,3,3,2,-160,150,15,5,10,10,0,0,"[0, 1, 1, 1]","[2, 0, 0, 0]",True
21,21,CHI,TB,3,3,2,3,150,-160,10,10,15,5,0,0,"[2, 0, 0, 0]","[0, 1, 1, 1]",False
21,23,NAS,MON,1,0,3,2,-200,185,12,8,8,14,0,0,"[1, 0, 1, 0, 1]","[1, 0, 1, 0, 0]",True
23,21,MON,NAS,0,1,2,3,185,-200,8,14,12,8,0,0,"[1, 0, 1, 0, 0]","[1, 0, 1, 0, 1]",False
20,22,COL,DAL,2,0,3,0,102,-112,10,9,11,10,1,1,"[0, 2, 1]","[0, 0, 0]",True
22,20,DAL,COL,0,2,0,3,-112,102,11,10,10,9,1,1,"[0, 0, 0]","[0, 2, 1]",False
24,20,ARI,SJ,1,1,1,3,124,-134,5,18,10,9,0,0,"[0, 0, 1]","[1, 1, 1]",True
20,24,SJ,ARI,1,1,3,1,-134,124,10,9,5,18,0,0,"[1, 1, 1]","[0, 0, 1]",False
21,20,ANA,VEG,1,2,2,4,-140,130,10,10,12,7,0,0,"[1, 1, 0]","[0, 1, 3]",True
20,21,VEG,ANA,2,1,4,2,130,-140,12,7,10,10,0,0,"[0, 1, 3]","[1, 1, 0]",False
22,21,LA,WIN,2,1,1,2,-130,120,12,9,12,8,0,0,"[0, 0, 1]","[1, 1, 0]",True
21,22,WIN,LA,1,2,2,1,120,-130,12,8,12,9,0,0,"[1, 1, 0]","[0, 0, 1]",False
21,24,BOS,PIT,1,1,4,3,-101,-109,9,11,11,12,0,0,"[2, 1, 1]","[0, 3, 0]",True
24,21,PIT,BOS,1,1,3,4,-109,-101,11,12,9,11,0,0,"[0, 3, 0]","[2, 1, 1]",False
22,22,ANA,WIN,1,1,1,4,-107,-103,10,11,13,8,0,0,"[0, 1, 0]","[2, 1, 1]",True
22,22,WIN,ANA,1,1,4,1,-103,-107,13,8,10,11,0,0,"[2, 1, 1]","[0, 1, 0]",False
22,21,MIN,COL,1,1,3,2,-205,184,10,11,11,9,0,0,"[1, 1, 0, 0, 1]","[2, 0, 0, 0, 0]",True
21,22,COL,MIN,1,1,2,3,184,-205,11,9,10,11,0,0,"[2, 0, 0, 0, 0]","[1, 1, 0, 0, 1]",False
23,22,PHI,NYI,1,1,4,5,-115,105,8,14,12,9,0,1,"[0, 4, 0, 0]","[1, 1, 2, 1]",True
22,23,NYI,PHI,1,1,5,4,105,-115,12,9,8,14,1,0,"[1, 1, 2, 1]","[0, 4, 0, 0]",False
24,22,WAS,TB,1,1,3,1,110,-120,12,11,16,5,0,1,"[1, 1, 1]","[1, 0, 0]",True
22,24,TB,WAS,1,1,1,3,-120,110,16,5,12,11,1,0,"[1, 0, 0]","[1, 1, 1]",False
23,23,BUF,EDM,1,1,3,1,130,-140,5,17,8,14,0,0,"[0, 1, 2]","[0, 0, 1]",True
23,23,EDM,BUF,1,1,1,3,-140,130,8,14,5,17,0,0,"[0, 0, 1]","[0, 1, 2]",False
22,23,NJ,VAN,1,1,3,2,-130,120,12,9,11,11,1,0,"[0, 3, 0]","[0, 1, 1]",True
23,22,VAN,NJ,1,1,2,3,120,-130,11,11,12,9,0,1,"[0, 1, 1]","[0, 3, 0]",False
23,23,NYR,DET,1,1,2,1,-165,155,11,11,10,12,0,0,"[0, 0, 1, 1]","[0, 0, 1, 0]",True
23,23,DET,NYR,1,1,1,2,155,-165,10,12,11,11,0,0,"[0, 0, 1, 0]","[0, 0, 1, 1]",False
23,21,CLB,OTT,1,1,5,2,-180,168,14,8,8,12,0,0,"[1, 1, 3]","[1, 1, 0]",True
21,23,OTT,CLB,1,1,2,5,168,-180,8,12,14,8,0,0,"[1, 1, 0]","[1, 1, 3]",False
21,24,CAR,TOR,1,1,4,5,-115,105,9,11,14,9,1,0,"[0, 1, 3]","[0, 4, 1]",True
24,21,TOR,CAR,1,1,5,4,105,-115,14,9,9,11,0,1,"[0, 4, 1]","[0, 1, 3]",False
23,22,STL,NAS,2,1,0,2,-140,130,16,6,13,8,0,0,"[0, 0, 0]","[1, 0, 1]",True
22,23,NAS,STL,1,2,2,0,130,-140,13,8,16,6,0,0,"[1, 0, 1]","[0, 0, 0]",False
25,23,ARI,LA,1,1,3,2,125,-145,5,19,12,10,0,0,"[1, 1, 0, 1]","[0, 1, 1, 0]",True
23,25,LA,ARI,1,1,2,3,-145,125,12,10,5,19,0,0,"[0, 1, 1, 0]","[1, 1, 0, 1]",False
23,22,DAL,CAL,1,1,6,4,-125,115,11,11,12,9,1,0,"[1, 2, 3]","[0, 3, 1]",True
22,23,CAL,DAL,1,1,4,6,115,-125,12,9,11,11,0,1,"[0, 3, 1]","[1, 2, 3]",False
21,21,VEG,SJ,1,1,5,4,-104,-106,13,7,11,9,0,0,"[2, 2, 0, 1]","[1, 3, 0, 0]",True
21,21,SJ,VEG,1,1,4,5,-106,-104,11,9,13,7,0,0,"[1, 3, 0, 0]","[2, 2, 0, 1]",False
25,25,TOR,WAS,0,0,2,4,-125,115,15,9,13,11,1,0,"[0, 0, 2]","[2, 1, 1]",True
25,25,WAS,TOR,0,0,4,2,115,-125,13,11,15,9,0,1,"[2, 1, 1]","[0, 0, 2]",False
24,24,MON,BUF,2,0,3,0,-195,180,8,15,6,17,2,0,"[1, 1, 1]","[0, 0, 0]",True
24,24,BUF,MON,0,2,0,3,180,-195,6,17,8,15,0,2,"[0, 0, 0]","[1, 1, 1]",False
22,23,OTT,NYI,0,0,1,2,-104,-106,8,13,13,9,0,0,"[0, 0, 1]","[0, 1, 1]",True
23,22,NYI,OTT,0,0,2,1,-106,-104,13,9,8,13,0,0,"[0, 1, 1]","[0, 0, 1]",False
24,23,DET,NJ,0,0,3,4,-125,115,10,13,13,9,0,0,"[1, 0, 2, 0]","[2, 0, 1, 1]",True
23,24,NJ,DET,0,0,4,3,115,-125,13,9,10,13,0,0,"[2, 0, 1, 1]","[1, 0, 2, 0]",False
22,22,FLA,CHI,2,2,1,4,-105,-105,8,13,10,11,0,0,"[0, 1, 0]","[2, 2, 0]",True
22,22,CHI,FLA,2,2,4,1,-105,-105,10,11,8,13,0,0,"[2, 2, 0]","[0, 1, 0]",False
25,23,PIT,TB,0,0,5,2,-108,-102,11,13,16,6,0,2,"[3, 1, 1]","[0, 1, 1]",True
23,25,TB,PIT,0,0,2,5,-102,-108,16,6,11,13,2,0,"[0, 1, 1]","[3, 1, 1]",False
26,22,ARI,VEG,0,0,2,4,104,-114,6,19,14,7,0,2,"[0, 0, 2]","[0, 3, 1]",True
22,26,VEG,ARI,0,0,4,2,-114,104,14,7,6,19,2,0,"[0, 3, 1]","[0, 0, 2]",False
24,23,STL,MIN,0,0,6,3,-130,120,16,7,11,11,0,0,"[3, 0, 3]","[0, 1, 2]",True
23,24,MIN,STL,0,0,3,6,120,-130,11,11,16,7,0,0,"[0, 1, 2]","[3, 0, 3]",False
22,23,SJ,WIN,0,0,4,0,-127,117,11,10,14,8,0,0,"[2, 1, 1]","[0, 0, 0]",True
23,22,WIN,SJ,0,0,0,4,117,-127,14,8,11,10,0,0,"[0, 0, 0]","[2, 1, 1]",False
22,23,COL,CAL,0,0,2,3,103,-113,11,10,12,10,0,0,"[0, 1, 1]","[1, 2, 0]",True
23,22,CAL,COL,0,0,3,2,-113,103,12,10,11,10,0,0,"[1, 2, 0]","[0, 1, 1]",False
24,23,LA,ANA,0,0,2,1,-144,134,12,11,10,12,1,0,"[0, 0, 1, 0, 1]","[1, 0, 0, 0, 0]",True
23,24,ANA,LA,0,0,1,2,134,-144,10,12,12,11,0,1,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 1]",False
22,23,CAR,NAS,1,1,4,3,-125,115,9,12,14,8,0,0,"[1, 1, 1, 0, 1]","[1, 1, 1, 0, 0]",True
23,22,NAS,CAR,1,1,3,4,115,-125,14,8,9,12,0,0,"[1, 1, 1, 0, 0]","[1, 1, 1, 0, 1]",False
24,24,NYR,VAN,1,1,4,3,-160,150,12,11,11,12,0,0,"[0, 1, 2, 0, 1]","[1, 1, 1, 0, 0]",True
24,24,VAN,NYR,1,1,3,4,150,-160,11,12,12,11,0,0,"[1, 1, 1, 0, 0]","[0, 1, 2, 0, 1]",False
22,24,BOS,EDM,1,1,2,4,-125,115,10,11,8,15,0,0,"[1, 1, 0]","[0, 2, 2]",True
24,22,EDM,BOS,1,1,4,2,115,-125,8,15,10,11,0,0,"[0, 2, 2]","[1, 1, 0]",False
24,23,NJ,FLA,1,1,2,3,-118,108,14,9,8,14,1,0,"[0, 0, 2]","[0, 1, 2]",True
23,24,FLA,NJ,1,1,3,2,108,-118,8,14,14,9,0,1,"[0, 1, 2]","[0, 0, 2]",False
26,24,PIT,PHI,1,2,5,4,-137,127,12,13,8,15,0,0,"[1, 0, 3, 1]","[0, 3, 1, 0]",True
24,26,PHI,PIT,2,1,4,5,127,-137,8,15,12,13,0,0,"[0, 3, 1, 0]","[1, 0, 3, 1]",False
25,24,MON,CLB,1,2,3,1,107,-117,9,15,15,8,0,1,"[2, 0, 1]","[0, 1, 0]",True
24,25,CLB,MON,2,1,1,3,-117,107,15,8,9,15,1,0,"[0, 1, 0]","[2, 0, 1]",False
24,24,WIN,MIN,1,1,7,2,-118,108,14,9,11,12,2,0,"[2, 2, 3]","[2, 0, 0]",True
24,24,MIN,WIN,1,1,2,7,108,-118,11,12,14,9,0,2,"[2, 0, 0]","[2, 2, 3]",False
23,24,CHI,ANA,1,1,7,3,-190,175,11,11,10,13,0,0,"[3, 3, 1]","[0, 2, 1]",True
24,23,ANA,CHI,1,1,3,7,175,-190,10,13,11,11,0,0,"[0, 2, 1]","[3, 3, 1]",False
25,24,BUF,TB,2,2,0,2,150,-160,6,18,16,7,0,0,"[0, 0, 0]","[1, 1, 0]",True
24,25,TB,BUF,2,2,2,0,-160,150,16,7,6,18,0,0,"[1, 1, 0]","[0, 0, 0]",False
24,25,NYI,VAN,2,1,5,2,-168,158,14,9,11,13,0,0,"[3, 1, 1]","[1, 1, 0]",True
25,24,VAN,NYI,1,2,2,5,158,-168,11,13,14,9,0,0,"[1, 1, 0]","[3, 1, 1]",False
25,24,NYR,FLA,1,0,4,5,-169,159,13,11,9,14,1,0,"[0, 3, 1]","[3, 1, 1]",True
24,25,FLA,NYR,0,1,5,4,159,-169,9,14,13,11,0,1,"[3, 1, 1]","[0, 3, 1]",False
25,23,PHI,SJ,0,2,1,3,100,-110,8,16,12,10,1,0,"[1, 0, 0]","[2, 1, 0]",True
23,25,SJ,PHI,2,0,3,1,-110,100,12,10,8,16,0,1,"[2, 1, 0]","[1, 0, 0]",False
25,23,CLB,CAR,0,1,3,2,-120,110,15,9,10,12,1,1,"[1, 1, 0, 0, 1]","[1, 0, 1, 0, 0]",True
23,25,CAR,CLB,1,0,2,3,110,-120,10,12,15,9,1,1,"[1, 0, 1, 0, 0]","[1, 1, 0, 0, 1]",False
25,25,DET,LA,2,2,1,4,100,-110,10,14,13,11,0,0,"[1, 0, 0]","[0, 2, 2]",True
25,25,LA,DET,2,2,4,1,-110,100,13,11,10,14,0,0,"[0, 2, 2]","[1, 0, 0]",False
24,24,NAS,CHI,1,0,3,2,-155,145,14,9,12,11,1,1,"[1, 1, 1]","[1, 0, 1]",True
24,24,CHI,NAS,0,1,2,3,145,-155,12,11,14,9,1,1,"[1, 0, 1]","[1, 1, 1]",False
24,26,CAL,TOR,2,2,1,4,-115,105,13,10,15,10,0,0,"[0, 0, 1]","[1, 1, 2]",True
26,24,TOR,CAL,2,2,4,1,105,-115,15,10,13,10,0,0,"[1, 1, 2]","[0, 0, 1]",False
25,27,EDM,ARI,1,2,3,2,-190,175,9,15,6,20,0,0,"[1, 0, 1, 1]","[1, 1, 0, 0]",True
27,25,ARI,EDM,2,1,2,3,175,-190,6,20,9,15,0,0,"[1, 1, 0, 0]","[1, 0, 1, 1]",False
23,24,VEG,DAL,2,3,0,3,-110,100,15,7,12,11,1,0,"[0, 0, 0]","[0, 3, 0]",True
24,23,DAL,VEG,3,2,3,0,100,-110,12,11,15,7,0,1,"[0, 3, 0]","[0, 0, 0]",False
23,25,BOS,TB,2,0,3,2,-113,103,10,12,17,7,0,0,"[2, 1, 0]","[0, 1, 1]",True
25,23,TB,BOS,0,2,2,3,103,-113,17,7,10,12,0,0,"[0, 1, 1]","[2, 1, 0]",False
26,23,MON,OTT,1,3,2,1,-150,140,10,15,8,14,1,0,"[0, 2, 0]","[1, 0, 0]",True
23,26,OTT,MON,3,1,1,2,140,-150,8,14,10,15,0,1,"[1, 0, 0]","[0, 2, 0]",False
25,25,STL,ANA,3,1,2,3,-215,195,17,7,10,14,0,0,"[0, 0, 2]","[1, 2, 0]",True
25,25,ANA,STL,1,3,3,2,195,-215,10,14,17,7,0,0,"[1, 2, 0]","[0, 0, 2]",False
23,25,COL,WIN,3,1,3,2,116,-126,11,11,15,9,0,0,"[1, 0, 1, 1]","[1, 0, 1, 0]",True
25,23,WIN,COL,1,3,2,3,-126,116,15,9,11,11,0,0,"[1, 0, 1, 0]","[1, 0, 1, 1]",False
26,26,WAS,LA,4,1,2,5,-125,115,14,11,14,11,0,0,"[1, 1, 0]","[1, 2, 2]",True
26,26,LA,WAS,1,4,5,2,115,-125,14,11,14,11,0,0,"[1, 2, 2]","[1, 1, 0]",False
26,27,DET,MON,1,0,3,6,-125,105,10,15,11,15,0,0,"[2, 0, 1]","[1, 3, 2]",True
27,26,MON,DET,0,1,6,3,105,-125,11,15,10,15,0,0,"[1, 3, 2]","[2, 0, 1]",False
25,26,NAS,VAN,1,1,3,5,-190,175,15,9,11,14,0,0,"[0, 3, 0]","[0, 2, 3]",True
26,25,VAN,NAS,1,1,5,3,175,-190,11,14,15,9,0,0,"[0, 2, 3]","[0, 3, 0]",False
25,24,MIN,VEG,2,1,4,2,-160,150,11,13,15,8,0,0,"[0, 1, 3]","[0, 0, 2]",True
24,25,VEG,MIN,1,2,2,4,150,-160,15,8,11,13,0,0,"[0, 0, 2]","[0, 1, 3]",False
25,25,CHI,DAL,1,1,3,4,-140,130,12,12,13,11,0,0,"[1, 1, 1, 0]","[2, 1, 0, 1]",True
25,25,DAL,CHI,1,1,4,3,130,-140,13,11,12,12,0,0,"[2, 1, 0, 1]","[1, 1, 1, 0]",False
25,28,CAL,ARI,1,1,3,0,-190,175,13,11,6,21,0,0,"[0, 1, 2]","[0, 0, 0]",True
28,25,ARI,CAL,1,1,0,3,175,-190,6,21,13,11,0,0,"[0, 0, 0]","[0, 1, 2]",False
26,27,EDM,TOR,1,1,4,6,-105,-105,10,15,16,10,0,0,"[1, 2, 1]","[3, 1, 2]",True
27,26,TOR,EDM,1,1,6,4,-105,-105,16,10,10,15,0,0,"[3, 1, 2]","[1, 2, 1]",False
26,27,BUF,PIT,2,3,0,4,128,-138,6,19,13,13,0,1,"[0, 0, 0]","[3, 1, 0]",True
27,26,PIT,BUF,3,2,4,0,-138,128,13,13,6,19,1,0,"[3, 1, 0]","[0, 0, 0]",False
25,24,NYI,OTT,2,1,5,6,-138,128,15,9,8,15,1,0,"[2, 3, 0]","[3, 2, 1]",True
24,25,OTT,NYI,1,2,6,5,128,-138,8,15,15,9,0,1,"[3, 2, 1]","[2, 3, 0]",False
26,24,NYR,CAR,2,2,5,1,-110,100,13,12,10,13,1,0,"[0, 2, 3]","[1, 0, 0]",True
24,26,CAR,NYR,2,2,1,5,100,-110,10,13,13,12,0,1,"[1, 0, 0]","[0, 2, 3]",False
26,26,CLB,ANA,2,1,4,2,-200,185,16,9,11,14,0,0,"[1, 1, 2]","[1, 1, 0]",True
26,26,ANA,CLB,1,2,2,4,185,-200,11,14,16,9,0,0,"[1, 1, 0]","[1, 1, 2]",False
25,24,FLA,SJ,2,2,1,2,-108,-102,10,14,13,10,1,0,"[1, 0, 0]","[0, 1, 1]",True
24,25,SJ,FLA,2,2,2,1,-102,-108,13,10,10,14,0,1,"[0, 1, 1]","[1, 0, 0]",False
26,27,STL,LA,1,0,1,4,-190,175,17,8,15,11,1,0,"[0, 1, 0]","[2, 1, 1]",True
27,26,LA,STL,0,1,4,1,175,-190,15,11,17,8,0,1,"[2, 1, 1]","[0, 1, 0]",False
26,25,WIN,VEG,1,0,7,4,-198,183,15,10,15,9,0,1,"[1, 1, 5]","[2, 0, 2]",True
25,26,VEG,WIN,0,1,4,7,183,-198,15,9,15,10,1,0,"[2, 0, 2]","[1, 1, 5]",False
24,25,COL,NJ,1,3,1,2,-105,-105,12,11,14,10,0,1,"[0, 1, 0]","[0, 1, 1]",True
25,24,NJ,COL,3,1,2,1,-105,-105,14,10,12,11,1,0,"[0, 1, 1]","[0, 1, 0]",False
26,24,PHI,BOS,3,2,0,3,-113,103,8,17,11,12,0,0,"[0, 0, 0]","[1, 2, 0]",True
24,26,BOS,PHI,2,3,3,0,103,-113,11,12,8,17,0,0,"[1, 2, 0]","[0, 0, 0]",False
26,27,MIN,STL,1,0,2,1,-115,105,12,13,17,9,0,1,"[1, 0, 0, 1]","[0, 1, 0, 0]",True
27,26,STL,MIN,0,1,1,2,105,-115,17,9,12,13,1,0,"[0, 1, 0, 0]","[1, 0, 0, 1]",False
27,28,VAN,TOR,1,1,2,1,120,-130,12,14,17,10,0,0,"[2, 0, 0]","[0, 0, 1]",True
28,27,TOR,VAN,1,1,1,2,-130,120,17,10,12,14,0,0,"[0, 0, 1]","[2, 0, 0]",False
28,27,MON,DET,1,1,10,1,-154,144,12,15,10,16,1,0,"[2, 4, 4]","[0, 0, 1]",True
27,28,DET,MON,1,1,1,10,144,-154,10,16,12,15,0,1,"[0, 0, 1]","[2, 4, 4]",False
26,25,TB,SJ,2,0,5,2,-160,150,17,8,14,10,1,0,"[0, 1, 4]","[1, 0, 1]",True
25,26,SJ,TB,0,2,2,5,150,-160,14,10,17,8,0,1,"[1, 0, 1]","[0, 1, 4]",False
28,27,PIT,BUF,0,0,5,1,-222,202,14,13,6,20,2,0,"[1, 2, 2]","[0, 0, 1]",True
27,28,BUF,PIT,0,0,1,5,202,-222,6,20,14,13,0,2,"[0, 0, 1]","[1, 2, 2]",False
27,27,WAS,CLB,1,0,4,3,-130,120,14,12,17,9,0,0,"[2, 1, 1]","[0, 2, 1]",True
27,27,CLB,WAS,0,1,3,4,120,-130,17,9,14,12,0,0,"[0, 2, 1]","[2, 1, 1]",False
29,26,ARI,NJ,1,0,5,0,-103,-107,6,22,15,10,0,1,"[2, 1, 2]","[0, 0, 0]",True
26,29,NJ,ARI,0,1,0,5,-107,-103,15,10,6,22,1,0,"[0, 0, 0]","[2, 1, 2]",False
26,27,NAS,ANA,1,0,3,2,-200,185,15,10,11,15,1,0,"[0, 1, 1, 0, 1]","[0, 1, 1, 0, 0]",True
27,26,ANA,NAS,0,1,2,3,185,-200,11,15,15,10,0,1,"[0, 1, 1, 0, 0]","[0, 1, 1, 0, 1]",False
25,26,CAR,FLA,0,0,3,2,-140,130,10,14,10,15,1,0,"[1, 0, 1, 1]","[0, 0, 2, 0]",True
26,25,FLA,CAR,0,0,2,3,130,-140,10,15,10,14,0,1,"[0, 0, 2, 0]","[1, 0, 1, 1]",False
26,26,DAL,CHI,1,1,3,2,-115,105,14,11,12,13,1,0,"[1, 1, 0, 0, 1]","[1, 1, 0, 0, 0]",True
26,26,CHI,DAL,1,1,2,3,105,-115,12,13,14,11,0,1,"[1, 1, 0, 0, 0]","[1, 1, 0, 0, 1]",False
26,27,CAL,EDM,1,1,5,7,-141,131,14,11,10,16,0,1,"[1, 0, 4]","[3, 2, 2]",True
27,26,EDM,CAL,1,1,7,5,131,-141,10,16,14,11,1,0,"[3, 2, 2]","[1, 0, 4]",False
27,28,CHI,LA,0,1,1,3,-110,-110,12,14,16,11,0,0,"[0, 0, 1]","[0, 0, 3]",True
28,27,LA,CHI,1,0,3,1,-110,-110,16,11,12,14,0,0,"[0, 0, 3]","[0, 0, 1]",False
27,25,WIN,OTT,1,1,5,0,-170,153,16,10,9,15,0,0,"[2, 3, 0]","[0, 0, 0]",True
25,27,OTT,WIN,1,1,0,5,153,-170,9,15,16,10,0,0,"[0, 0, 0]","[2, 3, 0]",False
26,30,VEG,ARI,1,0,3,2,-190,171,15,10,7,22,3,0,"[0, 1, 1, 1]","[0, 1, 1, 0]",True
30,26,ARI,VEG,0,1,2,3,171,-190,7,22,15,10,0,3,"[0, 1, 1, 0]","[0, 1, 1, 1]",False
25,27,COL,DAL,1,0,2,7,-110,-110,12,12,15,11,2,1,"[0, 2, 0]","[2, 2, 3]",True
27,25,DAL,COL,0,1,7,2,-110,-110,15,11,12,12,1,2,"[2, 2, 3]","[0, 2, 0]",False
28,26,WAS,SJ,1,1,4,1,-110,100,15,12,14,11,0,0,"[1, 2, 1]","[0, 1, 0]",True
26,28,SJ,WAS,1,1,1,4,100,-110,14,11,15,12,0,0,"[0, 1, 0]","[1, 2, 1]",False
27,26,FLA,NYI,1,2,4,5,103,-113,10,16,15,10,0,0,"[1, 2, 1, 0, 0]","[1, 3, 0, 0, 1]",True
26,27,NYI,FLA,2,1,5,4,-113,103,15,10,10,16,0,0,"[1, 3, 0, 0, 1]","[1, 2, 1, 0, 0]",False
27,25,NAS,BOS,1,1,5,3,-115,105,16,10,12,12,0,1,"[2, 2, 1]","[0, 1, 2]",True
25,27,BOS,NAS,1,1,3,5,105,-115,12,12,16,10,1,0,"[0, 1, 2]","[2, 2, 1]",False
27,27,CAL,PHI,1,1,2,5,-140,130,14,12,8,18,1,0,"[1, 1, 0]","[1, 3, 1]",True
27,27,PHI,CAL,1,1,5,2,130,-140,8,18,14,12,0,1,"[1, 3, 1]","[1, 1, 0]",False
29,27,PIT,NYR,2,3,3,4,-160,150,15,13,14,12,1,0,"[1, 1, 1]","[1, 2, 1]",True
27,29,NYR,PIT,3,2,4,3,150,-160,14,12,15,13,0,1,"[1, 2, 1]","[1, 1, 1]",False
28,27,CLB,NJ,2,2,1,4,-185,170,17,10,15,11,0,0,"[1, 0, 0]","[1, 2, 1]",True
27,28,NJ,CLB,2,2,4,1,170,-185,15,11,17,10,0,0,"[1, 2, 1]","[1, 0, 0]",False
29,28,MON,STL,2,2,3,4,-110,100,13,15,17,10,0,0,"[1, 1, 1]","[1, 2, 1]",True
28,29,STL,MON,2,2,4,3,100,-110,17,10,13,15,0,0,"[1, 2, 1]","[1, 1, 1]",False
28,28,DET,WIN,2,1,5,1,128,-138,10,17,17,10,0,0,"[2, 0, 3]","[0, 1, 0]",True
28,28,WIN,DET,1,2,1,5,-138,128,17,10,10,17,0,0,"[0, 1, 0]","[2, 0, 3]",False
27,27,TB,NYI,2,0,6,2,-185,170,18,8,16,10,0,1,"[2, 3, 1]","[0, 2, 0]",True
27,27,NYI,TB,0,2,2,6,170,-185,16,10,18,8,1,0,"[0, 2, 0]","[2, 3, 1]",False
28,28,DAL,NAS,1,0,2,5,-155,145,16,11,17,10,0,1,"[0, 0, 2]","[1, 4, 0]",True
28,28,NAS,DAL,0,1,5,2,145,-155,17,10,16,11,1,0,"[1, 4, 0]","[0, 0, 2]",False
26,28,COL,BUF,1,2,2,4,-130,120,12,13,6,21,0,0,"[0, 1, 1]","[0, 2, 2]",True
28,26,BUF,COL,2,1,4,2,120,-130,6,21,12,13,0,0,"[0, 2, 2]","[0, 1, 1]",False
28,26,VAN,CAR,2,2,3,0,110,-120,13,14,11,14,0,0,"[0, 2, 1]","[0, 0, 0]",True
26,28,CAR,VAN,2,2,0,3,-120,110,11,14,13,14,0,0,"[0, 0, 0]","[0, 2, 1]",False
27,28,VEG,ANA,1,2,4,3,-155,145,16,10,11,16,1,0,"[2, 0, 1, 0, 1]","[0, 3, 0, 0, 0]",True
28,27,ANA,VEG,2,1,3,4,145,-155,11,16,16,10,0,1,"[0, 3, 0, 0, 0]","[2, 0, 1, 0, 1]",False
29,27,LA,MIN,1,2,5,2,-130,120,17,11,13,13,0,0,"[0, 1, 4]","[0, 2, 0]",True
27,29,MIN,LA,2,1,2,5,120,-130,13,13,17,11,0,0,"[0, 2, 0]","[0, 1, 4]",False
29,28,TOR,CAL,3,1,2,1,-145,135,17,11,14,13,1,0,"[0, 1, 0, 0, 1]","[1, 0, 0, 0, 0]",True
28,29,CAL,TOR,1,3,1,2,135,-145,14,13,17,11,0,1,"[1, 0, 0, 0, 0]","[0, 1, 0, 0, 1]",False
29,28,WAS,CHI,1,2,6,2,-128,118,16,12,12,15,0,0,"[3, 1, 2]","[1, 0, 1]",True
28,29,CHI,WAS,2,1,2,6,118,-128,12,15,16,12,0,0,"[1, 0, 1]","[3, 1, 2]",False
28,28,EDM,PHI,3,1,2,4,-125,115,11,16,9,18,0,1,"[0, 1, 1]","[0, 2, 2]",True
28,28,PHI,EDM,1,3,4,2,115,-125,9,18,11,16,1,0,"[0, 2, 2]","[0, 1, 1]",False
29,26,ANA,OTT,0,2,3,0,100,-110,11,17,9,16,0,0,"[0, 2, 1]","[0, 0, 0]",True
26,29,OTT,ANA,2,0,0,3,-110,100,9,16,11,17,0,0,"[0, 0, 0]","[0, 2, 1]",False
26,31,BOS,ARI,2,3,6,1,-202,187,12,13,7,23,1,0,"[1, 2, 3]","[1, 0, 0]",True
31,26,ARI,BOS,3,2,1,6,187,-202,7,23,12,13,0,1,"[1, 0, 0]","[1, 2, 3]",False
30,28,PIT,NYI,1,1,4,3,-155,145,15,14,16,11,0,0,"[1, 0, 2, 1]","[0, 1, 2, 0]",True
28,30,NYI,PIT,1,1,3,4,145,-155,16,11,15,14,0,0,"[0, 1, 2, 0]","[1, 0, 2, 1]",False
30,29,MON,CAL,1,0,2,3,-170,160,13,16,14,14,0,0,"[1, 1, 0, 0]","[1, 0, 1, 1]",True
29,30,CAL,MON,0,1,3,2,160,-170,14,14,13,16,0,0,"[1, 0, 1, 1]","[1, 1, 0, 0]",False
28,27,TB,COL,1,1,5,2,-220,200,19,8,12,14,0,0,"[2, 1, 2]","[2, 0, 0]",True
27,28,COL,TB,1,1,2,5,200,-220,12,14,19,8,0,0,"[2, 0, 0]","[2, 1, 2]",False
