t:game number,to:game number,t:abbreviation,to:abbreviation,t:rest,to:rest,t:goals,to:goals,t:line,to:line,t:wins,t:losses,to:wins,to:losses,t:matchup wins,t:matchup losses,t:period scores,to:period scores,H
42,41,NYR,VEG,0,1,1,2,188,-210,22,19,28,12,1,0,"[1, 0, 0]","[1, 0, 1]",False
44,44,TOR,CLB,1,0,2,3,-169,159,25,18,24,19,0,1,"[0, 2, 0, 0]","[0, 0, 2, 1]",True
44,44,CLB,TOR,0,1,3,2,159,-169,24,19,25,18,1,0,"[0, 0, 2, 1]","[0, 2, 0, 0]",False
43,44,BUF,WIN,1,1,4,7,140,-150,10,32,25,18,0,1,"[1, 1, 2]","[2, 3, 2]",True
44,43,WIN,BUF,1,1,7,4,-150,140,25,18,10,32,1,0,"[2, 3, 2]","[1, 1, 2]",False
43,43,WAS,VAN,1,1,3,1,-190,175,26,16,16,26,0,1,"[2, 1, 0]","[1, 0, 0]",True
43,43,VAN,WAS,1,1,1,3,175,-190,16,26,26,16,1,0,"[1, 0, 0]","[2, 1, 0]",False
41,42,OTT,CHI,2,1,2,8,-105,-105,14,26,20,21,0,0,"[0, 2, 0]","[1, 5, 2]",True
42,41,CHI,OTT,1,2,8,2,-105,-105,20,21,14,26,0,0,"[1, 5, 2]","[0, 2, 0]",False
43,42,TB,CAR,1,2,5,4,-185,170,30,12,19,22,1,0,"[2, 1, 2]","[2, 1, 1]",True
42,43,CAR,TB,2,1,4,5,170,-185,19,22,30,12,0,1,"[2, 1, 1]","[2, 1, 2]",False
46,42,STL,FLA,1,1,4,7,-165,155,26,19,17,24,0,1,"[2, 1, 1]","[2, 3, 2]",True
42,46,FLA,STL,1,1,7,4,155,-165,17,24,26,19,1,0,"[2, 3, 2]","[2, 1, 1]",False
42,44,NAS,EDM,2,1,2,1,-150,140,24,17,18,25,1,0,"[2, 0, 0]","[0, 1, 0]",True
44,42,EDM,NAS,1,2,1,2,140,-150,18,25,24,17,0,1,"[0, 1, 0]","[2, 0, 0]",False
43,42,MIN,CAL,2,2,2,3,-115,105,22,20,21,20,2,0,"[0, 0, 2, 0]","[1, 1, 0, 1]",True
42,43,CAL,MIN,2,2,3,2,105,-115,21,20,22,20,0,2,"[1, 1, 0, 1]","[0, 0, 2, 0]",False
45,42,TOR,OTT,1,0,3,4,-230,190,25,19,14,27,0,1,"[0, 1, 2]","[1, 1, 2]",True
42,45,OTT,TOR,0,1,4,3,190,-230,14,27,25,19,1,0,"[1, 1, 2]","[0, 1, 2]",False
43,44,CHI,MIN,0,0,1,2,-125,105,21,21,22,21,2,1,"[1, 0, 0]","[0, 1, 1]",True
44,43,MIN,CHI,0,0,2,1,105,-125,22,21,21,21,1,2,"[0, 1, 1]","[1, 0, 0]",False
44,45,BUF,CLB,1,2,3,1,130,-140,10,33,25,19,0,2,"[1, 0, 2]","[0, 0, 1]",True
45,44,CLB,BUF,2,1,1,3,-140,130,25,19,10,33,2,0,"[0, 0, 1]","[1, 0, 2]",False
44,43,WAS,CAR,1,1,1,3,-142,132,27,16,19,23,1,0,"[0, 1, 0]","[0, 1, 2]",True
43,44,CAR,WAS,1,1,3,1,132,-142,19,23,27,16,0,1,"[0, 1, 2]","[0, 1, 0]",False
44,43,TB,CAL,1,1,1,5,-190,175,31,12,22,20,0,0,"[0, 1, 0]","[1, 2, 2]",True
43,44,CAL,TB,1,1,5,1,175,-190,22,20,31,12,0,0,"[1, 2, 2]","[0, 1, 0]",False
46,44,CLB,VAN,0,2,2,5,-173,163,25,20,16,27,0,0,"[1, 0, 1]","[0, 4, 1]",True
44,46,VAN,CLB,2,0,5,2,163,-173,16,27,25,20,0,0,"[0, 4, 1]","[1, 0, 1]",False
43,44,FLA,CAL,2,0,2,4,-130,120,18,24,23,20,0,0,"[0, 1, 1]","[0, 3, 1]",True
44,43,CAL,FLA,0,2,4,2,120,-130,23,20,18,24,0,0,"[0, 3, 1]","[0, 1, 1]",False
44,45,CAR,WAS,0,0,3,4,-121,111,20,23,27,17,1,1,"[1, 1, 1]","[1, 1, 2]",True
45,44,WAS,CAR,0,0,4,3,111,-121,27,17,20,23,1,1,"[1, 1, 2]","[1, 1, 1]",False
44,45,CHI,WIN,1,2,2,1,-106,-104,21,22,26,18,1,0,"[0, 2, 0]","[0, 0, 1]",True
45,44,WIN,CHI,2,1,1,2,-104,-106,26,18,21,22,0,1,"[0, 0, 1]","[0, 2, 0]",False
44,45,ARI,EDM,5,2,2,4,117,-127,10,33,18,26,0,1,"[2, 0, 0]","[2, 0, 2]",True
45,44,EDM,ARI,2,5,4,2,-127,117,18,26,10,33,1,0,"[2, 0, 2]","[2, 0, 0]",False
43,44,NYR,NYI,5,5,2,7,-135,125,22,20,21,22,0,1,"[1, 0, 1]","[2, 3, 2]",True
44,43,NYI,NYR,5,5,7,2,125,-135,21,22,22,20,1,0,"[2, 3, 2]","[1, 0, 1]",False
45,42,PIT,DET,5,5,4,1,-188,173,22,22,17,24,0,1,"[2, 1, 1]","[1, 0, 0]",True
42,45,DET,PIT,5,5,1,4,173,-188,17,24,22,22,1,0,"[1, 0, 0]","[2, 1, 1]",False
45,46,MIN,WIN,2,0,4,1,-133,123,23,21,26,19,0,3,"[1, 1, 2]","[0, 0, 1]",True
46,45,WIN,MIN,0,2,1,4,123,-133,26,19,23,21,3,0,"[0, 0, 1]","[1, 1, 2]",False
43,41,MON,BOS,5,5,3,4,123,-133,18,24,23,17,0,0,"[1, 2, 0, 0, 0]","[1, 2, 0, 0, 1]",True
41,43,BOS,MON,5,5,4,3,-133,123,23,17,18,24,0,0,"[1, 2, 0, 0, 1]","[1, 2, 0, 0, 0]",False
42,43,NJ,PHI,5,5,3,5,-121,111,22,19,19,23,0,0,"[1, 1, 1]","[1, 2, 2]",True
43,42,PHI,NJ,5,5,5,3,111,-121,19,23,22,19,0,0,"[1, 2, 2]","[1, 1, 1]",False
44,42,DAL,COL,6,6,1,4,-190,175,24,19,22,19,2,2,"[0, 1, 0]","[1, 0, 3]",True
42,44,COL,DAL,6,6,4,1,175,-190,22,19,24,19,2,2,"[1, 0, 3]","[0, 1, 0]",False
42,46,VEG,EDM,5,0,2,3,-181,169,29,12,19,26,0,1,"[0, 2, 0, 0]","[0, 1, 1, 1]",True
46,42,EDM,VEG,0,5,3,2,169,-181,19,26,29,12,1,0,"[0, 1, 1, 1]","[0, 2, 0, 0]",False
43,44,LA,ANA,6,6,2,4,-108,-102,24,18,19,24,2,0,"[0, 0, 2]","[2, 0, 2]",True
44,43,ANA,LA,6,6,4,2,-102,-108,19,24,24,18,0,2,"[2, 0, 2]","[0, 0, 2]",False
41,45,SJ,ARI,5,0,6,5,-210,190,21,19,10,34,1,0,"[3, 1, 1, 1]","[3, 0, 2, 0]",True
45,41,ARI,SJ,0,5,5,6,190,-210,10,34,21,19,0,1,"[3, 0, 2, 0]","[3, 1, 1, 1]",False
46,44,PIT,NYR,0,0,5,2,-165,155,23,22,22,21,1,1,"[1, 2, 2]","[2, 0, 0]",True
44,46,NYR,PIT,0,0,2,5,155,-165,22,21,23,22,1,1,"[2, 0, 0]","[1, 2, 2]",False
45,45,CAR,CAL,1,1,1,4,-120,110,20,24,24,20,1,0,"[0, 0, 1]","[2, 0, 2]",True
45,45,CAL,CAR,1,1,4,1,110,-120,24,20,20,24,0,1,"[2, 0, 2]","[0, 0, 1]",False
45,43,CHI,DET,1,0,0,4,-190,175,22,22,17,25,0,0,"[0, 0, 0]","[2, 0, 2]",True
43,45,DET,CHI,0,1,4,0,175,-190,17,25,22,22,0,0,"[2, 0, 2]","[0, 0, 0]",False
46,45,MIN,VAN,0,1,2,3,-170,160,24,21,17,27,0,1,"[1, 0, 1, 0]","[1, 0, 1, 1]",True
45,46,VAN,MIN,1,0,3,2,160,-170,17,27,24,21,1,0,"[1, 0, 1, 1]","[1, 0, 1, 0]",False
42,45,BOS,DAL,1,1,2,3,-150,140,24,17,24,20,0,0,"[0, 1, 1, 0]","[0, 2, 0, 1]",True
45,42,DAL,BOS,1,1,3,2,140,-150,24,20,24,17,0,0,"[0, 2, 0, 1]","[0, 1, 1, 0]",False
43,45,COL,ANA,1,1,3,1,105,-115,23,19,20,24,1,0,"[1, 2, 0]","[0, 1, 0]",True
45,43,ANA,COL,1,1,1,3,-115,105,20,24,23,19,0,1,"[0, 1, 0]","[1, 2, 0]",False
44,42,LA,SJ,1,1,1,4,-125,115,24,19,22,19,1,2,"[0, 0, 1]","[1, 1, 2]",True
42,44,SJ,LA,1,1,4,1,115,-125,22,19,24,19,2,1,"[1, 1, 2]","[0, 0, 1]",False
44,45,MON,NYI,1,1,4,5,-140,130,18,25,22,22,0,0,"[2, 1, 1, 0]","[2, 2, 0, 1]",True
45,44,NYI,MON,1,1,5,4,130,-140,22,22,18,25,0,0,"[2, 2, 0, 1]","[2, 1, 1, 0]",False
46,47,TOR,STL,5,6,1,2,-133,123,25,20,26,20,0,1,"[0, 0, 1, 0]","[0, 0, 1, 1]",True
47,46,STL,TOR,6,5,2,1,123,-133,26,20,25,20,1,0,"[0, 0, 1, 1]","[0, 0, 1, 0]",False
46,43,NYI,NJ,0,2,1,4,105,-115,23,22,22,20,1,0,"[1, 0, 0]","[1, 3, 0]",True
43,46,NJ,NYI,2,0,4,1,-115,105,22,20,23,22,0,1,"[1, 3, 0]","[1, 0, 0]",False
45,44,NYR,PHI,1,2,5,1,-115,105,22,22,20,23,0,0,"[3, 2, 0]","[1, 0, 0]",True
44,45,PHI,NYR,2,1,1,5,105,-115,20,23,22,22,0,0,"[1, 0, 0]","[3, 2, 0]",False
44,46,DET,DAL,1,0,2,4,116,-126,18,25,25,20,0,1,"[1, 1, 0]","[2, 1, 1]",True
46,44,DAL,DET,0,1,4,2,-126,116,25,20,18,25,1,0,"[2, 1, 1]","[1, 1, 0]",False
43,43,NAS,VEG,6,2,1,0,-116,106,25,17,29,13,0,2,"[0, 0, 1]","[0, 0, 0]",True
43,43,VEG,NAS,2,6,0,1,106,-116,29,13,25,17,2,0,"[0, 0, 0]","[0, 0, 1]",False
46,43,ARI,SJ,2,0,2,3,115,-125,10,35,23,19,0,2,"[0, 1, 1, 0, 0]","[1, 1, 0, 0, 1]",True
43,46,SJ,ARI,0,2,3,2,-125,115,23,19,10,35,2,0,"[1, 1, 0, 0, 1]","[0, 1, 1, 0, 0]",False
43,45,BOS,MON,1,1,4,1,-175,165,24,18,18,26,1,0,"[1, 1, 2]","[1, 0, 0]",True
45,43,MON,BOS,1,1,1,4,165,-175,18,26,24,18,0,1,"[1, 0, 0]","[1, 1, 2]",False
46,47,ANA,PIT,1,2,5,3,-113,103,20,25,24,22,1,0,"[0, 4, 1]","[1, 0, 2]",True
47,46,PIT,ANA,2,1,3,5,103,-113,24,22,20,25,0,1,"[1, 0, 2]","[0, 4, 1]",False
44,46,NJ,WAS,1,5,4,3,100,-110,23,20,28,17,0,2,"[1, 2, 0, 1]","[1, 1, 1, 0]",True
46,44,WAS,NJ,5,1,3,4,-110,100,28,17,23,20,2,0,"[1, 1, 1, 0]","[1, 2, 0, 1]",False
47,44,NYI,BOS,1,0,2,5,115,-125,23,23,25,18,0,2,"[1, 0, 1]","[1, 2, 2]",True
44,47,BOS,NYI,0,1,5,2,-125,115,25,18,23,23,2,0,"[1, 2, 2]","[1, 0, 1]",False
46,45,NYR,BUF,1,6,4,3,-185,170,23,22,11,33,1,0,"[1, 1, 2]","[1, 1, 1]",True
45,46,BUF,NYR,6,1,3,4,170,-185,11,33,23,22,0,1,"[1, 1, 1]","[1, 1, 2]",False
45,47,PHI,TOR,1,1,3,2,-105,-105,20,24,25,21,2,0,"[0, 0, 2, 1]","[0, 2, 0, 0]",True
47,45,TOR,PHI,1,1,2,3,-105,-105,25,21,20,24,0,2,"[0, 2, 0, 0]","[0, 0, 2, 1]",False
47,47,CLB,DAL,5,1,2,1,-105,-105,25,21,26,20,1,0,"[1, 0, 0, 0, 1]","[0, 0, 1, 0, 0]",True
47,47,DAL,CLB,1,5,1,2,-105,-105,26,20,25,21,0,1,"[0, 0, 1, 0, 0]","[1, 0, 0, 0, 1]",False
43,48,OTT,STL,7,1,1,4,116,-126,15,27,27,20,0,0,"[0, 1, 0]","[0, 3, 1]",True
48,43,STL,OTT,1,7,4,1,-126,116,27,20,15,27,0,0,"[0, 3, 1]","[0, 1, 0]",False
45,44,TB,VEG,6,1,1,4,-160,150,31,13,29,14,0,1,"[0, 1, 0]","[2, 1, 1]",True
44,45,VEG,TB,1,6,4,1,150,-160,29,14,31,13,1,0,"[2, 1, 1]","[0, 1, 0]",False
44,47,NAS,ARI,1,1,3,2,-190,175,26,17,10,36,0,1,"[0, 1, 1, 0, 1]","[0, 1, 1, 0, 0]",True
47,44,ARI,NAS,1,1,2,3,175,-190,10,36,26,17,1,0,"[0, 1, 1, 0, 0]","[0, 1, 1, 0, 1]",False
44,44,COL,SJ,2,1,5,3,100,-110,24,19,24,19,0,0,"[3, 1, 1]","[0, 1, 2]",True
44,44,SJ,COL,1,2,3,5,-110,100,24,19,24,19,0,0,"[0, 1, 2]","[3, 1, 1]",False
45,48,LA,PIT,2,0,1,3,-120,110,24,20,24,23,0,0,"[0, 1, 0]","[1, 0, 2]",True
48,45,PIT,LA,0,2,3,1,110,-120,24,23,24,20,0,0,"[1, 0, 2]","[0, 1, 0]",False
44,45,FLA,VEG,6,0,4,3,-108,-102,18,25,30,14,0,1,"[2, 0, 1, 1]","[1, 1, 1, 0]",True
45,44,VEG,FLA,0,6,3,4,-102,-108,30,14,18,25,1,0,"[1, 1, 1, 0]","[2, 0, 1, 1]",False
47,46,WAS,MON,0,1,2,3,-151,141,28,18,18,27,1,0,"[0, 1, 1]","[0, 1, 2]",True
46,47,MON,WAS,1,0,3,2,141,-151,18,27,28,18,0,1,"[0, 1, 2]","[0, 1, 1]",False
47,46,ANA,LA,1,0,2,1,-160,150,21,25,24,21,1,2,"[0, 0, 2]","[0, 0, 1]",True
46,47,LA,ANA,0,1,1,2,150,-160,24,21,21,25,2,1,"[0, 0, 1]","[0, 0, 2]",False
46,48,BUF,DAL,1,1,1,7,140,-150,11,34,26,21,0,1,"[0, 1, 0]","[2, 4, 1]",True
48,46,DAL,BUF,1,1,7,1,-150,140,26,21,11,34,1,0,"[2, 4, 1]","[0, 1, 0]",False
46,45,PHI,NJ,1,1,3,1,-118,108,21,24,24,20,1,0,"[3, 0, 0]","[0, 1, 0]",True
45,46,NJ,PHI,1,1,1,3,108,-118,24,20,21,24,0,1,"[0, 1, 0]","[3, 0, 0]",False
45,47,COL,NYR,1,1,3,1,-120,110,25,19,24,22,1,0,"[1, 1, 1]","[0, 1, 0]",True
47,45,NYR,COL,1,1,1,3,110,-120,24,22,25,19,0,1,"[0, 1, 0]","[1, 1, 1]",False
46,47,CAL,WIN,5,6,1,2,-120,110,25,20,26,20,1,0,"[1, 0, 0, 0, 0]","[0, 1, 0, 0, 1]",True
47,46,WIN,CAL,6,5,2,1,110,-120,26,20,25,20,0,1,"[0, 1, 0, 0, 1]","[1, 0, 0, 0, 0]",False
47,45,MON,BOS,0,1,1,4,145,-155,19,27,26,18,0,2,"[0, 1, 0]","[0, 2, 2]",True
45,47,BOS,MON,1,0,4,1,-155,145,26,18,19,27,2,0,"[0, 2, 2]","[0, 1, 0]",False
44,48,OTT,TOR,1,1,3,4,120,-110,15,28,25,22,2,0,"[0, 3, 0]","[1, 0, 3]",True
48,44,TOR,OTT,1,1,4,3,-110,120,25,22,15,28,0,2,"[1, 0, 3]","[0, 3, 0]",False
45,46,DET,CAR,3,5,1,3,-105,-105,18,26,20,25,0,0,"[1, 0, 0]","[1, 0, 2]",True
46,45,CAR,DET,5,3,3,1,-105,-105,20,25,18,26,0,0,"[1, 0, 2]","[1, 0, 0]",False
45,49,SJ,PIT,1,1,2,1,-115,105,24,20,25,23,0,0,"[1, 0, 1]","[1, 0, 0]",True
49,45,PIT,SJ,1,1,1,2,105,-115,25,23,24,20,0,0,"[1, 0, 0]","[1, 0, 1]",False
49,48,STL,ARI,1,1,2,5,-220,200,28,20,10,37,1,0,"[0, 1, 1]","[4, 1, 0]",True
48,49,ARI,STL,1,1,5,2,200,-220,10,37,28,20,0,1,"[4, 1, 0]","[0, 1, 1]",False
45,45,NAS,FLA,1,0,4,3,-195,180,27,17,19,25,0,0,"[1, 3, 0]","[2, 0, 1]",True
45,45,FLA,NAS,0,1,3,4,180,-195,19,25,27,17,0,0,"[2, 0, 1]","[1, 3, 0]",False
46,48,CHI,NYI,5,1,3,7,-150,140,22,23,23,24,0,0,"[1, 1, 1]","[3, 1, 3]",True
48,46,NYI,CHI,1,5,7,3,140,-150,23,24,22,23,0,0,"[3, 1, 3]","[1, 1, 1]",False
47,46,MIN,TB,5,1,5,2,-102,-108,24,22,31,14,0,1,"[2, 1, 2]","[0, 1, 1]",True
46,47,TB,MIN,1,5,2,5,-108,-102,31,14,24,22,1,0,"[0, 1, 1]","[2, 1, 2]",False
47,46,EDM,VAN,6,5,5,2,-170,160,20,26,18,27,0,1,"[2, 1, 2]","[0, 2, 0]",True
46,47,VAN,EDM,5,6,2,5,160,-170,18,27,20,26,1,0,"[0, 2, 0]","[2, 1, 2]",False
48,47,WAS,PHI,1,0,1,2,-150,140,28,19,22,24,0,1,"[0, 1, 0, 0]","[0, 1, 0, 1]",True
47,48,PHI,WAS,0,1,2,1,140,-150,22,24,28,19,1,0,"[0, 1, 0, 1]","[0, 1, 0, 0]",False
47,46,CAR,VEG,0,1,1,5,110,-120,21,25,30,15,1,0,"[1, 0, 0]","[3, 1, 1]",True
46,47,VEG,CAR,1,0,5,1,-120,110,30,15,21,25,0,1,"[3, 1, 1]","[1, 0, 0]",False
48,47,WIN,VAN,0,0,1,0,-200,185,27,20,18,28,2,0,"[1, 0, 0]","[0, 0, 0]",True
47,48,VAN,WIN,0,0,0,1,185,-200,18,28,27,20,0,2,"[0, 0, 0]","[1, 0, 0]",False
48,46,ANA,SJ,1,0,2,6,-161,151,22,25,25,20,1,1,"[0, 1, 1]","[1, 2, 3]",True
46,48,SJ,ANA,0,1,6,2,151,-161,25,20,22,25,1,1,"[1, 2, 3]","[0, 1, 1]",False
47,48,LA,NYR,1,0,4,2,-152,142,24,22,24,23,0,1,"[0, 3, 1]","[2, 0, 0]",True
48,47,NYR,LA,0,1,2,4,142,-152,24,23,24,22,1,0,"[2, 0, 0]","[0, 3, 1]",False
49,46,TOR,COL,1,1,2,4,-170,160,26,22,26,19,0,1,"[0, 2, 0]","[1, 1, 2]",True
46,49,COL,TOR,1,1,4,2,160,-170,26,19,26,22,1,0,"[1, 1, 2]","[0, 2, 0]",False
46,46,NJ,DET,1,1,0,3,-160,150,24,21,18,27,2,0,"[0, 0, 0]","[1, 1, 1]",True
46,46,DET,NJ,1,1,3,0,150,-160,18,27,24,21,0,2,"[1, 1, 1]","[0, 0, 0]",False
48,45,MIN,OTT,1,1,3,1,-210,190,25,22,15,29,1,0,"[1, 0, 2]","[0, 1, 0]",True
45,48,OTT,MIN,1,1,1,3,190,-210,15,29,25,22,0,1,"[0, 1, 0]","[1, 0, 2]",False
47,47,CHI,TB,1,1,0,2,110,-120,22,24,31,15,0,1,"[0, 0, 0]","[0, 1, 1]",True
47,47,TB,CHI,1,1,2,0,-120,110,31,15,22,24,1,0,"[0, 1, 1]","[0, 0, 0]",False
47,47,CAL,BUF,1,1,1,2,-230,210,25,21,11,35,0,0,"[1, 0, 0, 0]","[1, 0, 0, 1]",True
47,47,BUF,CAL,1,1,2,1,210,-230,11,35,25,21,0,0,"[1, 0, 0, 1]","[1, 0, 0, 0]",False
49,49,ARI,NYI,1,1,3,2,-105,-105,11,37,24,24,0,1,"[1, 1, 0, 1]","[0, 1, 1, 0]",True
49,49,NYI,ARI,1,1,2,3,-105,-105,24,24,11,37,1,0,"[0, 1, 1, 0]","[1, 1, 0, 1]",False
46,47,BOS,NJ,2,0,3,2,-230,210,27,18,24,22,1,0,"[0, 3, 0]","[0, 2, 0]",True
47,46,NJ,BOS,0,2,2,3,210,-230,24,22,27,18,0,1,"[0, 2, 0]","[0, 3, 0]",False
50,48,PIT,CAR,2,1,3,1,-150,140,25,24,21,26,0,2,"[0, 2, 1]","[0, 1, 0]",True
48,50,CAR,PIT,1,2,1,3,140,-150,21,26,25,24,2,0,"[0, 1, 0]","[0, 2, 1]",False
48,47,MON,COL,2,0,4,2,-141,131,19,28,27,19,0,0,"[0, 2, 2]","[0, 0, 2]",True
47,48,COL,MON,0,2,2,4,131,-141,27,19,19,28,0,0,"[0, 0, 2]","[0, 2, 2]",False
47,48,DET,PHI,0,1,2,3,113,-123,19,27,23,24,0,1,"[1, 0, 1, 0]","[0, 2, 0, 1]",True
48,47,PHI,DET,1,0,3,2,-123,113,23,24,19,27,1,0,"[0, 2, 0, 1]","[1, 0, 1, 0]",False
50,46,STL,OTT,2,0,3,0,-250,230,28,21,15,30,1,0,"[1, 0, 2]","[0, 0, 0]",True
46,50,OTT,STL,0,2,0,3,230,-250,15,30,28,21,0,1,"[0, 0, 0]","[1, 0, 2]",False
46,48,NAS,TB,2,0,3,4,-130,120,28,17,32,15,0,0,"[2, 1, 0, 0]","[2, 0, 1, 1]",True
48,46,TB,NAS,0,2,4,3,120,-130,32,15,28,17,0,0,"[2, 0, 1, 1]","[2, 1, 0, 0]",False
49,46,DAL,FLA,2,2,6,1,-178,168,27,21,19,26,0,1,"[1, 2, 3]","[0, 1, 0]",True
46,49,FLA,DAL,2,2,1,6,168,-178,19,26,27,21,1,0,"[0, 1, 0]","[1, 2, 3]",False
48,48,EDM,BUF,2,0,0,5,-235,215,21,26,12,35,0,1,"[0, 0, 0]","[1, 4, 0]",True
48,48,BUF,EDM,0,2,5,0,215,-235,12,35,21,26,1,0,"[1, 4, 0]","[0, 0, 0]",False
48,48,VAN,LA,1,1,6,2,105,-115,18,29,25,22,1,1,"[4, 2, 0]","[1, 1, 0]",True
48,48,LA,VAN,1,1,2,6,-115,105,25,22,18,29,1,1,"[1, 1, 0]","[4, 2, 0]",False
47,48,VEG,CLB,1,4,6,3,-160,150,31,15,26,21,0,0,"[1, 3, 2]","[1, 1, 1]",True
48,47,CLB,VEG,4,1,3,6,150,-160,26,21,31,15,0,0,"[1, 1, 1]","[1, 3, 2]",False
49,49,ANA,NYR,1,1,6,3,-170,160,22,26,24,24,0,1,"[4, 0, 2]","[2, 1, 0]",True
49,49,NYR,ANA,1,1,3,6,160,-170,24,24,22,26,1,0,"[2, 1, 0]","[4, 0, 2]",False
47,49,SJ,WIN,1,1,4,5,-105,-105,26,20,28,20,1,1,"[1, 2, 1, 0]","[3, 0, 1, 1]",True
49,47,WIN,SJ,1,1,5,4,-105,-105,28,20,26,20,1,1,"[3, 0, 1, 1]","[1, 2, 1, 0]",False
48,50,CHI,TOR,1,1,2,3,-105,-105,22,25,26,23,0,1,"[1, 0, 1, 0]","[1, 0, 1, 1]",True
50,48,TOR,CHI,1,1,3,2,-105,-105,26,23,22,25,1,0,"[1, 0, 1, 1]","[1, 0, 1, 0]",False
48,49,CAL,LA,1,0,1,2,-170,160,25,22,25,23,2,0,"[1, 0, 0, 0]","[0, 0, 1, 1]",True
49,48,LA,CAL,0,1,2,1,160,-170,25,23,25,22,0,2,"[0, 0, 1, 1]","[1, 0, 0, 0]",False
48,47,NJ,NAS,1,1,0,3,135,-145,24,23,28,18,0,0,"[0, 0, 0]","[0, 1, 2]",True
47,48,NAS,NJ,1,1,3,0,-145,135,28,18,24,23,0,0,"[0, 1, 2]","[0, 0, 0]",False
49,49,PHI,TB,1,1,1,5,105,-115,24,24,33,15,1,0,"[0, 0, 1]","[0, 3, 2]",True
49,49,TB,PHI,1,1,5,1,-115,105,33,15,24,24,0,1,"[0, 3, 2]","[0, 0, 1]",False
51,49,PIT,MIN,1,2,6,3,-130,120,26,24,26,22,0,1,"[2, 2, 2]","[0, 0, 3]",True
49,51,MIN,PIT,2,1,3,6,120,-130,26,22,26,24,1,0,"[0, 0, 3]","[2, 2, 2]",False
49,49,MON,CAR,1,1,5,6,-118,108,20,28,21,27,0,1,"[0, 4, 1]","[2, 3, 1]",True
49,49,CAR,MON,1,1,6,5,108,-118,21,27,20,28,1,0,"[2, 3, 1]","[0, 4, 1]",False
47,47,OTT,BOS,1,1,2,3,155,-165,15,31,28,18,0,2,"[1, 0, 1]","[0, 1, 2]",True
47,47,BOS,OTT,1,1,3,2,-165,155,28,18,15,31,2,0,"[0, 1, 2]","[1, 0, 1]",False
48,49,DET,CHI,1,0,1,5,-113,103,19,28,22,26,1,0,"[0, 0, 1]","[3, 1, 1]",True
49,48,CHI,DET,0,1,5,1,103,-113,22,26,19,28,0,1,"[3, 1, 1]","[0, 0, 1]",False
47,49,FLA,WAS,1,3,2,4,114,-124,19,27,28,20,1,0,"[1, 1, 0]","[1, 2, 1]",True
49,47,WAS,FLA,3,1,4,2,-124,114,28,20,19,27,0,1,"[1, 2, 1]","[1, 1, 0]",False
51,48,STL,COL,1,1,3,1,-165,155,29,21,27,20,1,0,"[1, 1, 1]","[0, 1, 0]",True
48,51,COL,STL,1,1,1,3,155,-165,27,20,29,21,0,1,"[0, 1, 0]","[1, 1, 1]",False
50,51,DAL,TOR,1,0,1,4,-181,169,28,21,27,23,0,0,"[0, 1, 0]","[1, 2, 1]",True
51,50,TOR,DAL,0,1,4,1,169,-181,27,23,28,21,0,0,"[1, 2, 1]","[0, 1, 0]",False
49,49,EDM,CAL,1,0,4,3,-135,125,21,27,25,23,2,0,"[0, 2, 1, 0, 1]","[2, 0, 1, 0, 0]",True
49,49,CAL,EDM,0,1,3,4,125,-135,25,23,21,27,0,2,"[2, 0, 1, 0, 0]","[0, 2, 1, 0, 1]",False
50,49,ARI,CLB,2,1,1,2,117,-127,12,37,26,22,0,1,"[0, 0, 1]","[0, 0, 2]",True
49,50,CLB,ARI,1,2,2,1,-127,117,26,22,12,37,1,0,"[0, 0, 2]","[0, 0, 1]",False
49,49,VAN,BUF,1,1,0,4,-146,136,19,29,13,35,1,0,"[0, 0, 0]","[1, 1, 2]",True
49,49,BUF,VAN,1,1,4,0,136,-146,13,35,19,29,0,1,"[1, 1, 2]","[0, 0, 0]",False
48,50,VEG,NYI,1,2,1,2,-190,175,32,15,24,25,0,1,"[0, 0, 1]","[0, 1, 1]",True
50,48,NYI,VEG,2,1,2,1,175,-190,24,25,32,15,1,0,"[0, 1, 1]","[0, 0, 1]",False
50,50,ANA,WIN,1,1,4,3,-128,118,23,26,29,20,0,1,"[1, 1, 1, 0, 1]","[1, 1, 1, 0, 0]",True
50,50,WIN,ANA,1,1,3,4,118,-128,29,20,23,26,1,0,"[1, 1, 1, 0, 0]","[1, 1, 1, 0, 1]",False
48,50,SJ,NYR,1,1,5,6,-144,134,26,21,24,25,1,0,"[2, 1, 2]","[2, 3, 1]",True
50,48,NYR,SJ,1,1,6,5,134,-144,24,25,26,21,0,1,"[2, 3, 1]","[2, 1, 2]",False
48,51,BOS,ANA,4,4,1,3,-132,122,29,18,24,26,0,1,"[0, 0, 1]","[2, 0, 1]",True
51,48,ANA,BOS,4,4,3,1,122,-132,24,26,29,18,1,0,"[2, 0, 1]","[0, 0, 1]",False
50,49,BUF,NJ,4,4,1,3,100,-110,14,35,24,24,1,1,"[0, 0, 1]","[0, 1, 2]",True
49,50,NJ,BUF,4,4,3,1,-110,100,24,24,14,35,1,1,"[0, 1, 2]","[0, 0, 1]",False
51,48,NYI,FLA,4,4,1,4,-145,135,25,25,19,28,1,0,"[0, 0, 1]","[1, 1, 2]",True
48,51,FLA,NYI,4,4,4,1,135,-145,19,28,25,25,0,1,"[1, 1, 2]","[0, 0, 1]",False
52,49,PIT,SJ,4,4,5,2,-166,156,27,24,26,22,0,1,"[1, 1, 3]","[0, 2, 0]",True
