season,t:game number,to:game number,t:abbreviation,to:abbreviation,t:rest,to:rest,t:goals,to:goals,shoot out,t:line,to:line,t:wins,to:wins,t:losses,to:losses,t:matchup wins,t:matchup losses,H,t.period.scores0,t.period.scores1,t.period.scores2,t.period.scores3,t.period.scores4,to.period.scores0,to.period.scores1,to.period.scores2,to.period.scores3,to.period.scores4
2006.0,1.0,1.0,CAR,BUF,-,-,2,3,1,-118,108,0.0,0.0,0.0,0.0,0.0,0.0,True,1,1,0,0,-,1,1,0,1,-
2006.0,1.0,1.0,BUF,CAR,-,-,3,2,1,108,-118,0.0,0.0,0.0,0.0,0.0,0.0,False,1,1,0,1,-,1,1,0,0,-
2006.0,1.0,1.0,TOR,OTT,-,-,1,4,-,152,-162,0.0,0.0,0.0,0.0,0.0,0.0,True,0,1,0,-,-,1,2,1,-,-
2006.0,1.0,1.0,OTT,TOR,-,-,4,1,-,-162,152,0.0,0.0,0.0,0.0,0.0,0.0,False,1,2,1,-,-,0,1,0,-,-
2006.0,1.0,1.0,COL,DAL,-,-,2,3,-,-112,102,0.0,0.0,0.0,0.0,0.0,0.0,True,2,0,0,0,-,0,0,2,1,-
2006.0,1.0,1.0,DAL,COL,-,-,3,2,-,102,-112,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,2,1,-,2,0,0,0,-
2006.0,2.0,2.0,OTT,TOR,0,0,0,6,-,-249,229,1.0,0.0,0.0,1.0,1.0,0.0,True,0,0,0,-,-,2,3,1,-,-
2006.0,2.0,2.0,TOR,OTT,0,0,6,0,-,229,-249,0.0,1.0,1.0,0.0,0.0,1.0,False,2,3,1,-,-,0,0,0,-,-
2006.0,1.0,1.0,PHO,NYI,-,-,6,3,-,-150,140,0.0,0.0,0.0,0.0,0.0,0.0,True,2,4,0,-,-,1,0,2,-,-
2006.0,1.0,1.0,NYI,PHO,-,-,3,6,-,140,-150,0.0,0.0,0.0,0.0,0.0,0.0,False,1,0,2,-,-,2,4,0,-,-
2006.0,1.0,1.0,NAS,CHI,-,-,6,8,-,-247,227,0.0,0.0,0.0,0.0,0.0,0.0,True,2,2,2,-,-,3,1,4,-,-
2006.0,1.0,1.0,CHI,NAS,-,-,8,6,-,227,-247,0.0,0.0,0.0,0.0,0.0,0.0,False,3,1,4,-,-,2,2,2,-,-
2006.0,1.0,1.0,NYR,WAS,-,-,5,2,-,-213,193,0.0,0.0,0.0,0.0,0.0,0.0,True,1,2,2,-,-,0,1,1,-,-
2006.0,1.0,1.0,WAS,NYR,-,-,2,5,-,193,-213,0.0,0.0,0.0,0.0,0.0,0.0,False,0,1,1,-,-,1,2,2,-,-
2006.0,1.0,1.0,ATL,TB,-,-,2,3,1,-138,128,0.0,0.0,0.0,0.0,0.0,0.0,True,2,0,0,0,-,0,1,1,1,-
2006.0,1.0,1.0,TB,ATL,-,-,3,2,1,128,-138,0.0,0.0,0.0,0.0,0.0,0.0,False,0,1,1,1,-,2,0,0,0,-
2006.0,1.0,1.0,PIT,PHI,-,-,4,0,-,142,-152,0.0,0.0,0.0,0.0,0.0,0.0,True,2,2,0,-,-,0,0,0,-,-
2006.0,1.0,1.0,PHI,PIT,-,-,0,4,-,-152,142,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,-,-,2,2,0,-,-
2006.0,1.0,1.0,DET,VAN,-,-,1,3,-,-178,168,0.0,0.0,0.0,0.0,0.0,0.0,True,0,1,0,-,-,1,2,0,-,-
2006.0,1.0,1.0,VAN,DET,-,-,3,1,-,168,-178,0.0,0.0,0.0,0.0,0.0,0.0,False,1,2,0,-,-,0,1,0,-,-
2006.0,1.0,1.0,SJ,STL,-,-,5,4,-,-245,225,0.0,0.0,0.0,0.0,0.0,0.0,True,1,2,1,1,-,2,1,1,0,-
2006.0,1.0,1.0,STL,SJ,-,-,4,5,-,225,-245,0.0,0.0,0.0,0.0,0.0,0.0,False,2,1,1,0,-,1,2,1,1,-
2006.0,1.0,2.0,MIN,COL,-,0,3,2,-,-161,151,0.0,0.0,0.0,1.0,0.0,0.0,True,1,1,0,1,-,0,1,1,0,-
2006.0,2.0,1.0,COL,MIN,0,-,2,3,-,151,-161,0.0,0.0,1.0,0.0,0.0,0.0,False,0,1,1,0,-,1,1,0,1,-
2006.0,1.0,1.0,EDM,CAL,-,-,3,1,-,-112,102,0.0,0.0,0.0,0.0,0.0,0.0,True,2,0,1,-,-,0,0,1,-,-
2006.0,1.0,1.0,CAL,EDM,-,-,1,3,-,102,-112,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,1,-,-,2,0,1,-,-
2006.0,2.0,1.0,CAR,NJ,1,-,0,4,-,-127,117,0.0,0.0,1.0,0.0,0.0,0.0,True,0,0,0,-,-,3,1,0,-,-
2006.0,1.0,2.0,NJ,CAR,-,1,4,0,-,117,-127,0.0,0.0,0.0,1.0,0.0,0.0,False,3,1,0,-,-,0,0,0,-,-
2006.0,1.0,2.0,CLB,VAN,-,0,2,3,-,-115,105,0.0,1.0,0.0,0.0,0.0,0.0,True,1,1,0,0,-,0,0,2,1,-
2006.0,2.0,1.0,VAN,CLB,0,-,3,2,-,105,-115,1.0,0.0,0.0,0.0,0.0,0.0,False,0,0,2,1,-,1,1,0,0,-
2006.0,1.0,1.0,ANA,LA,-,-,4,3,-,-194,181,0.0,0.0,0.0,0.0,0.0,0.0,True,0,2,2,-,-,0,2,1,-,-
2006.0,1.0,1.0,LA,ANA,-,-,3,4,-,181,-194,0.0,0.0,0.0,0.0,0.0,0.0,False,0,2,1,-,-,0,2,2,-,-
2006.0,1.0,1.0,FLA,BOS,-,-,8,3,-,-107,-103,0.0,0.0,0.0,0.0,0.0,0.0,True,3,1,4,-,-,1,1,1,-,-
2006.0,1.0,1.0,BOS,FLA,-,-,3,8,-,-103,-107,0.0,0.0,0.0,0.0,0.0,0.0,False,1,1,1,-,-,3,1,4,-,-
2006.0,2.0,1.0,BUF,MON,1,-,5,4,1,-170,160,1.0,0.0,0.0,0.0,0.0,0.0,True,0,1,3,1,-,1,2,1,0,-
2006.0,1.0,2.0,MON,BUF,-,1,4,5,1,160,-170,0.0,1.0,0.0,0.0,0.0,0.0,False,1,2,1,0,-,0,1,3,1,-
2006.0,3.0,2.0,TOR,MON,1,0,2,3,1,-124,114,1.0,0.0,1.0,1.0,0.0,0.0,True,1,1,0,0,-,1,0,1,1,-
2006.0,2.0,3.0,MON,TOR,0,1,3,2,1,114,-124,0.0,1.0,1.0,1.0,0.0,0.0,False,1,0,1,1,-,1,1,0,0,-
2006.0,3.0,3.0,OTT,BUF,1,0,3,4,-,-185,175,1.0,2.0,1.0,0.0,0.0,0.0,True,0,1,2,-,-,2,0,2,-,-
2006.0,3.0,3.0,BUF,OTT,0,1,4,3,-,175,-185,2.0,1.0,0.0,1.0,0.0,0.0,False,2,0,2,-,-,0,1,2,-,-
2006.0,2.0,3.0,WAS,CAR,1,0,5,2,-,114,-124,0.0,0.0,1.0,2.0,0.0,0.0,True,1,1,3,-,-,0,2,0,-,-
2006.0,3.0,2.0,CAR,WAS,0,1,2,5,-,-124,114,0.0,0.0,2.0,1.0,0.0,0.0,False,0,2,0,-,-,1,1,3,-,-
2006.0,2.0,2.0,MIN,NAS,1,1,6,5,-,-130,120,1.0,0.0,0.0,1.0,0.0,0.0,True,2,1,3,-,-,3,0,2,-,-
2006.0,2.0,2.0,NAS,MIN,1,1,5,6,-,120,-130,0.0,1.0,1.0,0.0,0.0,0.0,False,3,0,2,-,-,2,1,3,-,-
2006.0,2.0,2.0,PHO,ANA,1,0,1,2,-,-103,-107,1.0,1.0,0.0,0.0,0.0,0.0,True,0,1,0,-,-,2,0,0,-,-
2006.0,2.0,2.0,ANA,PHO,0,1,2,1,-,-107,-103,1.0,1.0,0.0,0.0,0.0,0.0,False,2,0,0,-,-,0,1,0,-,-
2006.0,2.0,2.0,DAL,NJ,2,0,3,1,-,-127,117,1.0,1.0,0.0,0.0,0.0,0.0,True,1,1,1,-,-,0,1,0,-,-
2006.0,2.0,2.0,NJ,DAL,0,2,1,3,-,117,-127,1.0,1.0,0.0,0.0,0.0,0.0,False,0,1,0,-,-,1,1,1,-,-
2006.0,2.0,2.0,ATL,FLA,1,0,6,0,-,-160,150,0.0,1.0,1.0,0.0,0.0,0.0,True,2,3,1,-,-,0,0,0,-,-
2006.0,2.0,2.0,FLA,ATL,0,1,0,6,-,150,-160,1.0,0.0,0.0,1.0,0.0,0.0,False,0,0,0,-,-,2,3,1,-,-
2006.0,2.0,2.0,PHI,NYR,1,1,4,5,1,-117,107,0.0,1.0,1.0,0.0,0.0,0.0,True,2,2,0,0,-,1,2,1,1,-
2006.0,2.0,2.0,NYR,PHI,1,1,5,4,1,107,-117,1.0,0.0,0.0,1.0,0.0,0.0,False,1,2,1,1,-,2,2,0,0,-
2006.0,2.0,2.0,PIT,DET,1,1,0,2,-,145,-155,1.0,0.0,0.0,1.0,0.0,0.0,True,0,0,0,-,-,1,0,1,-,-
2006.0,2.0,2.0,DET,PIT,1,1,2,0,-,-155,145,0.0,1.0,1.0,0.0,0.0,0.0,False,1,0,1,-,-,0,0,0,-,-
2006.0,2.0,2.0,TB,BOS,1,0,2,3,-,-155,145,1.0,0.0,0.0,1.0,0.0,0.0,True,0,2,0,-,-,2,0,1,-,-
2006.0,2.0,2.0,BOS,TB,0,1,3,2,-,145,-155,0.0,1.0,1.0,0.0,0.0,0.0,False,2,0,1,-,-,0,2,0,-,-
2006.0,2.0,2.0,SJ,NYI,1,1,2,0,-,-250,230,1.0,0.0,0.0,1.0,0.0,0.0,True,2,0,0,-,-,0,0,0,-,-
2006.0,2.0,2.0,NYI,SJ,1,1,0,2,-,230,-250,0.0,1.0,1.0,0.0,0.0,0.0,False,0,0,0,-,-,2,0,0,-,-
2006.0,2.0,2.0,LA,STL,0,1,4,1,-,-160,150,0.0,0.0,1.0,1.0,0.0,0.0,True,0,2,2,-,-,0,1,0,-,-
2006.0,2.0,2.0,STL,LA,1,0,1,4,-,150,-160,0.0,0.0,1.0,1.0,0.0,0.0,False,0,1,0,-,-,0,2,2,-,-
2006.0,2.0,2.0,CHI,CLB,1,0,4,5,-,-157,147,1.0,0.0,0.0,1.0,0.0,0.0,True,2,0,2,-,-,2,3,0,-,-
2006.0,2.0,2.0,CLB,CHI,0,1,5,4,-,147,-157,0.0,1.0,1.0,0.0,0.0,0.0,False,2,3,0,-,-,2,0,2,-,-
2006.0,2.0,2.0,CAL,EDM,1,1,2,1,-,-160,150,0.0,1.0,1.0,0.0,0.0,1.0,True,1,1,0,-,-,1,0,0,-,-
2006.0,2.0,2.0,EDM,CAL,1,1,1,2,-,150,-160,1.0,0.0,0.0,1.0,1.0,0.0,False,1,0,0,-,-,1,1,0,-,-
2006.0,3.0,3.0,COL,VAN,2,1,3,2,-,-134,124,0.0,2.0,2.0,0.0,0.0,0.0,True,1,1,1,-,-,1,1,0,-,-
2006.0,3.0,3.0,VAN,COL,1,2,2,3,-,124,-134,2.0,0.0,0.0,2.0,0.0,0.0,False,1,1,0,-,-,1,1,1,-,-
2006.0,3.0,3.0,ANA,STL,1,1,2,0,-,-235,215,2.0,0.0,0.0,2.0,0.0,0.0,True,1,0,1,-,-,0,0,0,-,-
2006.0,3.0,3.0,STL,ANA,1,1,0,2,-,215,-235,0.0,2.0,2.0,0.0,0.0,0.0,False,0,0,0,-,-,1,0,1,-,-
2006.0,3.0,3.0,CAL,SJ,1,1,1,4,-,-136,126,1.0,2.0,1.0,0.0,0.0,0.0,True,0,0,1,-,-,1,2,1,-,-
2006.0,3.0,3.0,SJ,CAL,1,1,4,1,-,126,-136,2.0,1.0,0.0,1.0,0.0,0.0,False,1,2,1,-,-,0,0,1,-,-
2006.0,3.0,3.0,CLB,PHO,1,1,5,1,-,-116,106,1.0,1.0,1.0,1.0,0.0,0.0,True,1,2,2,-,-,1,0,0,-,-
2006.0,3.0,3.0,PHO,CLB,1,1,1,5,-,106,-116,1.0,1.0,1.0,1.0,0.0,0.0,False,1,0,0,-,-,1,2,2,-,-
2006.0,4.0,3.0,TOR,FLA,1,1,2,1,1,-144,134,1.0,1.0,2.0,1.0,0.0,0.0,True,0,0,1,1,-,0,0,1,0,-
2006.0,3.0,4.0,FLA,TOR,1,1,1,2,1,134,-144,1.0,1.0,1.0,2.0,0.0,0.0,False,0,0,1,0,-,0,0,1,1,-
2006.0,3.0,3.0,TB,ATL,1,1,0,1,-,-121,111,1.0,1.0,1.0,1.0,1.0,0.0,True,0,0,0,-,-,1,0,0,-,-
2006.0,3.0,3.0,ATL,TB,1,1,1,0,-,111,-121,1.0,1.0,1.0,1.0,0.0,1.0,False,1,0,0,-,-,0,0,0,-,-
2006.0,3.0,3.0,NYR,PHI,2,2,2,4,-,-138,128,2.0,0.0,0.0,2.0,1.0,0.0,True,1,1,0,-,-,1,3,0,-,-
2006.0,3.0,3.0,PHI,NYR,2,2,4,2,-,128,-138,0.0,2.0,2.0,0.0,0.0,1.0,False,1,3,0,-,-,1,1,0,-,-
2006.0,3.0,3.0,LA,NYI,2,2,4,2,-,-165,155,1.0,0.0,1.0,2.0,0.0,0.0,True,2,1,1,-,-,2,0,0,-,-
2006.0,3.0,3.0,NYI,LA,2,2,2,4,-,155,-165,0.0,1.0,2.0,1.0,0.0,0.0,False,2,0,0,-,-,2,1,1,-,-
2006.0,3.0,4.0,MIN,VAN,2,1,2,1,1,-147,137,2.0,2.0,0.0,1.0,0.0,0.0,True,0,0,1,1,-,0,1,0,0,-
2006.0,4.0,3.0,VAN,MIN,1,2,1,2,1,137,-147,2.0,2.0,1.0,0.0,0.0,0.0,False,0,1,0,0,-,0,0,1,1,-
2006.0,4.0,3.0,PHI,MON,0,3,1,3,-,-120,110,1.0,1.0,2.0,1.0,0.0,0.0,True,0,0,1,-,-,1,1,1,-,-
2006.0,3.0,4.0,MON,PHI,3,0,3,1,-,110,-120,1.0,1.0,1.0,2.0,0.0,0.0,False,1,1,1,-,-,0,0,1,-,-
2006.0,4.0,3.0,ATL,BOS,1,3,4,1,-,-153,143,2.0,1.0,1.0,1.0,0.0,0.0,True,0,3,1,-,-,0,1,0,-,-
2006.0,3.0,4.0,BOS,ATL,3,1,1,4,-,143,-153,1.0,2.0,1.0,1.0,0.0,0.0,False,0,1,0,-,-,0,3,1,-,-
2006.0,4.0,4.0,ANA,NYI,1,0,4,5,1,-275,255,3.0,0.0,0.0,3.0,0.0,0.0,True,1,1,2,0,-,0,3,1,1,-
2006.0,4.0,4.0,NYI,ANA,0,1,5,4,1,255,-275,0.0,3.0,3.0,0.0,0.0,0.0,False,0,3,1,1,-,1,1,2,0,-
2006.0,4.0,4.0,FLA,CAR,1,3,6,3,-,103,-113,1.0,0.0,2.0,3.0,0.0,0.0,True,1,3,2,-,-,1,1,1,-,-
2006.0,4.0,4.0,CAR,FLA,3,1,3,6,-,-113,103,0.0,1.0,3.0,2.0,0.0,0.0,False,1,1,1,-,-,1,3,2,-,-
2006.0,3.0,4.0,DET,PHO,3,1,9,2,-,-222,202,1.0,1.0,1.0,2.0,0.0,0.0,True,2,5,2,-,-,1,0,1,-,-
2006.0,4.0,3.0,PHO,DET,1,3,2,9,-,202,-222,1.0,1.0,2.0,1.0,0.0,0.0,False,1,0,1,-,-,2,5,2,-,-
2006.0,4.0,3.0,NYR,PIT,1,4,5,6,-,-211,191,2.0,1.0,1.0,1.0,0.0,0.0,True,0,3,2,-,-,0,3,3,-,-
2006.0,3.0,4.0,PIT,NYR,4,1,6,5,-,191,-211,1.0,2.0,1.0,1.0,0.0,0.0,False,0,3,3,-,-,0,3,2,-,-
2006.0,4.0,3.0,MIN,WAS,1,4,3,2,1,-215,195,3.0,1.0,0.0,1.0,0.0,0.0,True,1,1,0,1,-,2,0,0,0,-
2006.0,3.0,4.0,WAS,MIN,4,1,2,3,1,195,-215,1.0,3.0,1.0,0.0,0.0,0.0,False,2,0,0,0,-,1,1,0,1,-
2006.0,4.0,4.0,STL,BOS,2,0,3,2,1,-115,105,0.0,1.0,3.0,2.0,0.0,0.0,True,0,0,2,1,-,1,0,1,0,-
2006.0,4.0,4.0,BOS,STL,0,2,2,3,1,105,-115,1.0,0.0,2.0,3.0,0.0,0.0,False,1,0,1,0,-,0,0,2,1,-
2006.0,3.0,4.0,EDM,SJ,4,2,6,4,-,-105,-105,1.0,3.0,1.0,0.0,0.0,0.0,True,1,1,4,-,-,2,2,0,-,-
2006.0,4.0,3.0,SJ,EDM,2,4,4,6,-,-105,-105,3.0,1.0,0.0,1.0,0.0,0.0,False,2,2,0,-,-,1,1,4,-,-
2006.0,4.0,4.0,OTT,CAL,4,2,0,1,-,-161,151,1.0,1.0,2.0,2.0,0.0,0.0,True,0,0,0,-,-,0,0,1,-,-
2006.0,4.0,4.0,CAL,OTT,2,4,1,0,-,151,-161,1.0,1.0,2.0,2.0,0.0,0.0,False,0,0,1,-,-,0,0,0,-,-
2006.0,3.0,5.0,NJ,TOR,4,2,7,6,1,-172,162,1.0,2.0,1.0,2.0,0.0,0.0,True,1,2,3,1,-,1,5,0,0,-
2006.0,5.0,3.0,TOR,NJ,2,4,6,7,1,162,-172,2.0,1.0,2.0,1.0,0.0,0.0,False,1,5,0,0,-,1,2,3,1,-
2006.0,3.0,3.0,CHI,NAS,4,4,3,1,-,126,-136,1.0,0.0,1.0,2.0,1.0,0.0,True,1,0,2,-,-,0,0,1,-,-
2006.0,3.0,3.0,NAS,CHI,4,4,1,3,-,-136,126,0.0,1.0,2.0,1.0,0.0,1.0,False,0,0,1,-,-,1,0,2,-,-
2006.0,4.0,3.0,LA,DAL,1,4,1,4,-,-105,-105,2.0,2.0,1.0,0.0,0.0,0.0,True,0,0,1,-,-,2,1,1,-,-
2006.0,3.0,4.0,DAL,LA,4,1,4,1,-,-105,-105,2.0,2.0,0.0,1.0,0.0,0.0,False,2,1,1,-,-,0,0,1,-,-
2006.0,5.0,5.0,VAN,SJ,2,0,4,6,-,-114,104,2.0,3.0,2.0,1.0,0.0,0.0,True,1,2,1,-,-,2,2,2,-,-
2006.0,5.0,5.0,SJ,VAN,0,2,6,4,-,104,-114,3.0,2.0,1.0,2.0,0.0,0.0,False,2,2,2,-,-,1,2,1,-,-
2006.0,5.0,5.0,ATL,CAR,1,1,3,4,-,-140,130,3.0,0.0,1.0,4.0,0.0,0.0,True,0,2,1,-,-,3,0,1,-,-
2006.0,5.0,5.0,CAR,ATL,1,1,4,3,-,130,-140,0.0,3.0,4.0,1.0,0.0,0.0,False,3,0,1,-,-,0,2,1,-,-
2006.0,5.0,4.0,FLA,TB,1,3,3,2,-,-127,117,2.0,1.0,2.0,2.0,0.0,0.0,True,2,0,1,-,-,1,1,0,-,-
2006.0,4.0,5.0,TB,FLA,3,1,2,3,-,117,-127,1.0,2.0,2.0,2.0,0.0,0.0,False,1,1,0,-,-,2,0,1,-,-
2006.0,4.0,4.0,DET,BUF,1,5,2,3,1,-143,133,2.0,3.0,1.0,0.0,0.0,0.0,True,2,0,0,0,-,1,1,0,1,-
2006.0,4.0,4.0,BUF,DET,5,1,3,2,1,133,-143,3.0,2.0,0.0,1.0,0.0,0.0,False,1,1,0,1,-,2,0,0,0,-
2006.0,5.0,5.0,BUF,NYR,0,1,7,4,-,-137,127,4.0,2.0,0.0,2.0,0.0,0.0,True,3,4,0,-,-,2,1,1,-,-
2006.0,5.0,5.0,NYR,BUF,1,0,4,7,-,127,-137,2.0,4.0,2.0,0.0,0.0,0.0,False,2,1,1,-,-,3,4,0,-,-
2006.0,4.0,5.0,MON,OTT,2,1,2,3,1,102,-112,2.0,1.0,1.0,3.0,0.0,0.0,True,1,0,1,0,-,2,0,0,1,-
2006.0,5.0,4.0,OTT,MON,1,2,3,2,1,-112,102,1.0,2.0,3.0,1.0,0.0,0.0,False,2,0,0,1,-,1,0,1,0,-
2006.0,6.0,5.0,TOR,CAL,1,1,5,4,-,101,-111,2.0,2.0,3.0,2.0,0.0,0.0,True,2,2,0,1,-,0,3,1,0,-
2006.0,5.0,6.0,CAL,TOR,1,1,4,5,-,-111,101,2.0,2.0,2.0,3.0,0.0,0.0,False,0,3,1,0,-,2,2,0,1,-
2006.0,5.0,5.0,NYI,BOS,2,1,4,1,-,-107,-103,1.0,1.0,3.0,3.0,0.0,0.0,True,0,2,2,-,-,1,0,0,-,-
2006.0,5.0,5.0,BOS,NYI,1,2,1,4,-,-103,-107,1.0,1.0,3.0,3.0,0.0,0.0,False,1,0,0,-,-,0,2,2,-,-
2006.0,5.0,4.0,MIN,CLB,1,4,5,0,-,-173,163,4.0,2.0,0.0,1.0,0.0,0.0,True,1,3,1,-,-,0,0,0,-,-
2006.0,4.0,5.0,CLB,MIN,4,1,0,5,-,163,-173,2.0,4.0,1.0,0.0,0.0,0.0,False,0,0,0,-,-,1,3,1,-,-
2006.0,4.0,5.0,NAS,PHO,1,2,4,1,-,-171,161,0.0,1.0,3.0,3.0,0.0,0.0,True,2,2,0,-,-,1,0,0,-,-
2006.0,5.0,4.0,PHO,NAS,2,1,1,4,-,161,-171,1.0,0.0,3.0,3.0,0.0,0.0,False,1,0,0,-,-,2,2,0,-,-
2006.0,5.0,4.0,STL,CHI,1,1,4,3,-,-117,107,1.0,2.0,3.0,1.0,0.0,0.0,True,1,2,1,-,-,2,0,1,-,-
2006.0,4.0,5.0,CHI,STL,1,1,3,4,-,107,-117,2.0,1.0,1.0,3.0,0.0,0.0,False,2,0,1,-,-,1,2,1,-,-
2006.0,4.0,6.0,WAS,ATL,1,0,3,4,-,-101,-109,1.0,3.0,2.0,2.0,0.0,0.0,True,1,1,1,0,-,1,1,1,1,-
2006.0,6.0,4.0,ATL,WAS,0,1,4,3,-,-109,-101,3.0,1.0,2.0,2.0,0.0,0.0,False,1,1,1,1,-,1,1,1,0,-
2006.0,4.0,5.0,NJ,PHI,1,2,3,2,-,-147,137,2.0,1.0,1.0,3.0,0.0,0.0,True,1,1,1,-,-,1,1,0,-,-
2006.0,5.0,4.0,PHI,NJ,2,1,2,3,-,137,-147,1.0,2.0,3.0,1.0,0.0,0.0,False,1,1,0,-,-,1,1,1,-,-
2006.0,5.0,6.0,TB,FLA,0,0,4,1,-,-155,145,1.0,3.0,3.0,2.0,0.0,1.0,True,1,1,2,-,-,1,0,0,-,-
2006.0,6.0,5.0,FLA,TB,0,0,1,4,-,145,-155,3.0,1.0,2.0,3.0,1.0,0.0,False,1,0,0,-,-,1,1,2,-,-
2006.0,5.0,4.0,LA,DAL,1,1,1,4,-,107,-117,2.0,3.0,2.0,0.0,0.0,1.0,True,0,0,1,-,-,2,2,0,-,-
2006.0,4.0,5.0,DAL,LA,1,1,4,1,-,-117,107,3.0,2.0,0.0,2.0,1.0,0.0,False,2,2,0,-,-,0,0,1,-,-
2006.0,4.0,6.0,PIT,CAR,1,0,1,5,-,-111,101,2.0,1.0,1.0,4.0,0.0,0.0,True,0,1,0,-,-,2,1,2,-,-
2006.0,6.0,4.0,CAR,PIT,0,1,5,1,-,101,-111,1.0,2.0,4.0,1.0,0.0,0.0,False,2,1,2,-,-,0,1,0,-,-
2006.0,4.0,4.0,COL,EDM,5,1,3,4,-,-108,-102,1.0,2.0,2.0,1.0,0.0,0.0,True,1,1,1,-,-,1,1,2,-,-
2006.0,4.0,4.0,EDM,COL,1,5,4,3,-,-102,-108,2.0,1.0,1.0,2.0,0.0,0.0,False,1,1,2,-,-,1,1,1,-,-
2006.0,5.0,5.0,ANA,DAL,3,0,3,4,1,-161,151,3.0,4.0,1.0,0.0,0.0,0.0,True,1,0,2,0,-,0,3,0,1,-
2006.0,5.0,5.0,DAL,ANA,0,3,4,3,1,151,-161,4.0,3.0,0.0,1.0,0.0,0.0,False,0,3,0,1,-,1,0,2,0,-
2006.0,6.0,5.0,NYR,NJ,1,1,4,2,-,-101,-109,2.0,3.0,3.0,1.0,0.0,0.0,True,0,3,1,-,-,0,1,1,-,-
2006.0,5.0,6.0,NJ,NYR,1,1,2,4,-,-109,-101,3.0,2.0,1.0,3.0,0.0,0.0,False,0,1,1,-,-,0,3,1,-,-
2006.0,6.0,7.0,TB,CAR,1,1,1,5,-,-127,117,2.0,2.0,3.0,4.0,0.0,0.0,True,0,0,1,-,-,1,3,1,-,-
2006.0,7.0,6.0,CAR,TB,1,1,5,1,-,117,-127,2.0,2.0,4.0,3.0,0.0,0.0,False,1,3,1,-,-,0,0,1,-,-
2006.0,6.0,5.0,VAN,EDM,2,1,2,1,-,105,-115,2.0,3.0,3.0,1.0,0.0,0.0,True,0,2,0,-,-,0,1,0,-,-
2006.0,5.0,6.0,EDM,VAN,1,2,1,2,-,-115,105,3.0,2.0,1.0,3.0,0.0,0.0,False,0,1,0,-,-,0,2,0,-,-
2006.0,5.0,5.0,COL,CHI,1,1,3,5,-,-176,166,1.0,2.0,3.0,2.0,0.0,0.0,True,0,2,1,-,-,2,1,2,-,-
2006.0,5.0,5.0,CHI,COL,1,1,5,3,-,166,-176,2.0,1.0,2.0,3.0,0.0,0.0,False,2,1,2,-,-,0,2,1,-,-
2006.0,6.0,5.0,NYI,NAS,1,1,1,2,1,131,-141,2.0,1.0,3.0,3.0,0.0,0.0,True,1,0,0,0,-,0,1,0,1,-
2006.0,5.0,6.0,NAS,NYI,1,1,2,1,1,-141,131,1.0,2.0,3.0,3.0,0.0,0.0,False,0,1,0,1,-,1,0,0,0,-
2006.0,6.0,5.0,LA,DET,1,2,1,3,-,160,-170,2.0,2.0,3.0,2.0,0.0,0.0,True,1,0,0,-,-,0,1,2,-,-
2006.0,5.0,6.0,DET,LA,2,1,3,1,-,-170,160,2.0,2.0,2.0,3.0,0.0,0.0,False,0,1,2,-,-,1,0,0,-,-
2006.0,6.0,6.0,BUF,PHI,2,2,9,1,-,-176,166,5.0,1.0,0.0,4.0,0.0,0.0,True,0,6,3,-,-,0,0,1,-,-
2006.0,6.0,6.0,PHI,BUF,2,2,1,9,-,166,-176,1.0,5.0,4.0,0.0,0.0,0.0,False,0,0,1,-,-,0,6,3,-,-
2006.0,6.0,7.0,EDM,VAN,0,0,2,1,-,-148,138,3.0,3.0,2.0,3.0,0.0,1.0,True,2,0,0,-,-,0,0,1,-,-
2006.0,7.0,6.0,VAN,EDM,0,0,1,2,-,138,-148,3.0,3.0,3.0,2.0,1.0,0.0,False,0,0,1,-,-,2,0,0,-,-
2006.0,6.0,6.0,STL,PHO,2,2,2,5,-,-123,113,2.0,1.0,3.0,4.0,0.0,0.0,True,1,0,1,-,-,1,1,3,-,-
2006.0,6.0,6.0,PHO,STL,2,2,5,2,-,113,-123,1.0,2.0,4.0,3.0,0.0,0.0,False,1,1,3,-,-,1,0,1,-,-
2006.0,5.0,6.0,MON,CAL,2,2,5,4,-,-105,-105,2.0,2.0,2.0,3.0,0.0,0.0,True,2,3,0,-,-,2,2,0,-,-
2006.0,6.0,5.0,CAL,MON,2,2,4,5,-,-105,-105,2.0,2.0,3.0,2.0,0.0,0.0,False,2,2,0,-,-,2,3,0,-,-
2006.0,6.0,6.0,SJ,DAL,3,1,2,0,-,-156,146,4.0,5.0,1.0,0.0,0.0,0.0,True,1,1,0,-,-,0,0,0,-,-
2006.0,6.0,6.0,DAL,SJ,1,3,0,2,-,146,-156,5.0,4.0,0.0,1.0,0.0,0.0,False,0,0,0,-,-,1,1,0,-,-
2006.0,7.0,6.0,NYR,NAS,1,1,0,3,-,-121,111,3.0,2.0,3.0,3.0,0.0,0.0,True,0,0,0,-,-,1,2,0,-,-
2006.0,6.0,7.0,NAS,NYR,1,1,3,0,-,111,-121,2.0,3.0,3.0,3.0,0.0,0.0,False,1,2,0,-,-,0,0,0,-,-
2006.0,5.0,7.0,WAS,FLA,3,3,5,2,-,103,-113,1.0,3.0,3.0,3.0,0.0,0.0,True,5,0,0,-,-,1,0,1,-,-
