game_num,abbrev,opp_abbrev,goals,opp_goals,line,opp_line,wins,losses,matchup_wins,matchup_losses,period_scores,opp_period_scores,home_ind
9,DET,VAN,1,4,-150,130,4,4,0,0,"[1, 0, 0]","[1, 3, 0]",TRUE
9,TOR,LA,3,2,-145,131,6,2,0,0,"[1, 1, 1]","[0, 1, 1]",TRUE
9,NYI,ARI,5,3,-190,175,4,4,0,0,"[0, 2, 3]","[1, 0, 2]",TRUE
9,ARI,NYI,3,5,175,-190,0,8,0,0,"[1, 0, 2]","[0, 2, 3]",FALSE
9,PHI,ANA,2,6,-135,125,5,3,1,0,"[1, 0, 1]","[1, 3, 2]",TRUE
9,MON,FLA,5,1,-130,120,1,7,0,0,"[0, 3, 2]","[0, 1, 0]",TRUE
9,OTT,LA,2,3,-125,115,4,4,0,0,"[1, 0, 1, 0, 0]","[1, 0, 1, 0, 1]",TRUE
9,LA,OTT,3,2,115,-125,6,2,0,0,"[1, 0, 1, 0, 1]","[1, 0, 1, 0, 0]",FALSE
9,NAS,CAL,2,3,-135,125,4,4,0,0,"[2, 0, 0, 0, 0]","[0, 0, 2, 0, 1]",TRUE
9,CAL,NAS,3,2,125,-135,4,4,0,0,"[0, 0, 2, 0, 1]","[2, 0, 0, 0, 0]",FALSE
9,VAN,MIN,1,0,170,-185,4,4,0,0,"[0, 0, 1]","[0, 0, 0]",FALSE
9,COL,DAL,5,3,120,-130,4,4,0,1,"[1, 3, 1]","[1, 1, 1]",TRUE
9,DAL,COL,3,5,-130,120,5,3,1,0,"[1, 1, 1]","[1, 3, 1]",FALSE
9,CLB,BUF,5,1,-280,240,5,3,0,0,"[1, 3, 1]","[0, 0, 1]",TRUE
9,SJ,BOS,1,2,104,-114,4,4,0,0,"[0, 1, 0]","[1, 1, 0]",FALSE
9,FLA,ANA,8,3,-124,114,3,5,0,0,"[3, 3, 2]","[1, 0, 2]",TRUE
9,ANA,FLA,3,8,114,-124,4,4,0,0,"[1, 0, 2]","[3, 3, 2]",FALSE
9,EDM,DAL,5,4,-123,113,2,6,0,0,"[2, 1, 2]","[1, 2, 1]",TRUE
9,VEG,COL,7,0,-114,104,7,1,0,0,"[0, 4, 3]","[0, 0, 0]",TRUE
9,NJ,OTT,5,4,-134,124,6,2,1,0,"[1, 2, 1, 0, 1]","[2, 0, 2, 0, 0]",TRUE
9,WIN,CLB,1,2,175,-190,4,4,0,1,"[1, 0, 0, 0]","[0, 0, 1, 1]",FALSE
9,CAR,STL,1,2,-110,100,4,4,0,0,"[0, 1, 0]","[0, 1, 1]",TRUE
9,BOS,LA,1,2,-112,102,4,4,0,0,"[1, 0, 0, 0]","[1, 0, 0, 1]",TRUE
9,MIN,PIT,2,1,-102,-108,3,5,0,0,"[1, 0, 1]","[1, 0, 0]",TRUE
10,NYR,SJ,1,4,-120,100,2,7,0,0,"[0, 0, 1]","[2, 1, 1]",TRUE
10,BUF,DET,1,0,-115,105,2,7,0,0,"[0, 1, 0]","[0, 0, 0]",TRUE
10,DET,BUF,0,1,105,-115,4,5,0,0,"[0, 0, 0]","[0, 1, 0]",FALSE
10,PIT,EDM,2,1,-144,134,5,4,0,0,"[0, 0, 1, 1]","[0, 0, 1, 0]",TRUE
10,TB,CAR,5,1,105,-115,7,2,0,0,"[1, 1, 3]","[0, 0, 1]",FALSE
10,CHI,VEG,2,4,-170,160,5,4,0,0,"[1, 0, 1]","[2, 1, 1]",FALSE
10,STL,CAL,5,2,-175,158,6,3,0,0,"[1, 2, 2]","[1, 1, 0]",TRUE
10,CAL,STL,2,5,158,-175,5,4,0,0,"[1, 1, 0]","[1, 2, 2]",FALSE
10,TOR,CAR,3,6,-149,139,7,2,0,0,"[1, 2, 0]","[3, 1, 2]",TRUE
10,ARI,NYR,2,5,154,-164,0,9,0,0,"[0, 1, 1]","[2, 2, 1]",FALSE
10,MON,LA,0,4,-120,110,2,7,0,1,"[0, 0, 0]","[2, 1, 1]",TRUE
10,LA,MON,4,0,110,-120,7,2,1,0,"[2, 1, 1]","[0, 0, 0]",FALSE
10,OTT,PHI,5,4,-105,-105,4,5,0,0,"[3, 1, 1]","[0, 2, 2]",TRUE
10,PHI,OTT,4,5,-105,-105,5,4,0,0,"[0, 2, 2]","[3, 1, 1]",FALSE
10,NYI,MIN,4,6,119,-129,5,4,0,0,"[1, 1, 2]","[3, 1, 2]",FALSE
10,DAL,EDM,4,5,113,-123,5,4,0,0,"[1, 2, 1]","[2, 1, 2]",FALSE
10,VAN,WAS,6,2,124,-134,5,4,0,0,"[3, 2, 1]","[0, 1, 1]",TRUE
10,WAS,VAN,2,6,-134,124,4,5,0,0,"[0, 1, 1]","[3, 2, 1]",FALSE
10,COL,VEG,0,7,104,-114,5,4,0,0,"[0, 0, 0]","[0, 4, 3]",FALSE
10,CLB,WIN,2,1,-190,175,6,3,1,0,"[0, 0, 1, 1]","[1, 0, 0, 0]",TRUE
10,NAS,CHI,2,1,104,-114,4,5,0,1,"[0, 2, 0]","[1, 0, 0]",FALSE
10,SJ,BUF,3,2,-120,100,4,5,1,0,"[1, 1, 1]","[0, 2, 0]",FALSE
10,ANA,TB,4,1,141,-151,4,5,0,0,"[0, 3, 1]","[0, 1, 0]",FALSE
10,FLA,DET,2,3,-154,144,4,5,0,0,"[0, 2, 0, 0, 0]","[1, 1, 0, 0, 1]",TRUE
10,NJ,ARI,4,3,-145,135,7,2,0,0,"[1, 1, 2]","[1, 2, 0]",TRUE
10,EDM,WAS,2,5,-125,115,3,6,0,0,"[2, 0, 0]","[1, 1, 3]",TRUE
10,CAR,ANA,3,4,-164,154,4,5,0,0,"[1, 2, 0, 0, 0]","[2, 0, 1, 0, 1]",TRUE
10,WIN,PIT,7,1,-110,100,4,5,0,1,"[5, 0, 2]","[0, 1, 0]",TRUE
10,VEG,NYI,3,6,160,-170,8,1,0,0,"[2, 0, 1]","[1, 2, 3]",FALSE
10,BOS,CLB,3,4,123,-133,4,5,0,0,"[0, 1, 2, 0, 0]","[2, 1, 0, 0, 1]",FALSE
10,MIN,WIN,1,2,-135,125,4,5,0,1,"[0, 0, 1]","[1, 0, 1]",TRUE
11,BUF,CLB,1,5,240,-280,3,7,0,0,"[0, 0, 1]","[1, 3, 1]",FALSE
11,NYR,ARI,5,2,-164,154,2,8,0,0,"[2, 2, 1]","[0, 1, 1]",TRUE
11,PIT,WIN,2,1,-170,160,6,4,0,0,"[1, 0, 0, 1]","[1, 0, 0, 0]",TRUE
11,TB,DET,3,2,-210,190,8,2,1,0,"[1, 0, 2]","[1, 0, 1]",TRUE
11,DET,TB,2,3,190,-210,4,6,0,1,"[1, 0, 1]","[1, 0, 2]",FALSE
11,OTT,NJ,4,5,124,-134,5,5,0,1,"[2, 0, 2, 0, 0]","[1, 2, 1, 0, 1]",FALSE
11,STL,CAR,2,1,100,-110,7,3,0,0,"[0, 1, 1]","[0, 1, 0]",FALSE
11,CHI,NAS,1,2,-114,104,5,5,1,0,"[1, 0, 0]","[0, 2, 0]",TRUE
11,CAL,DAL,1,2,-129,119,5,5,0,0,"[0, 1, 0]","[0, 1, 1]",TRUE
11,DAL,CAL,2,1,119,-129,5,5,0,0,"[0, 1, 1]","[0, 1, 0]",FALSE
11,LA,BOS,2,1,102,-112,8,2,0,0,"[1, 0, 0, 1]","[1, 0, 0, 0]",FALSE
11,TOR,PHI,2,4,-144,134,7,3,0,0,"[1, 1, 0]","[2, 2, 0]",TRUE
11,PHI,TOR,4,2,134,-144,5,5,0,0,"[2, 2, 0]","[1, 1, 0]",FALSE
11,MON,NYR,5,4,-145,135,2,8,0,1,"[3, 1, 1]","[0, 2, 2]",TRUE
11,ARI,NJ,3,4,135,-145,0,10,0,0,"[1, 2, 0]","[1, 1, 2]",FALSE
11,CLB,STL,1,4,123,-133,7,3,0,0,"[0, 0, 1]","[1, 1, 2]",FALSE
11,NAS,NYI,2,6,-125,115,5,5,0,0,"[0, 1, 1]","[1, 2, 3]",TRUE
11,NYI,NAS,6,2,115,-125,5,5,0,0,"[1, 2, 3]","[0, 1, 1]",FALSE
11,COL,CHI,6,3,105,-115,5,5,0,0,"[3, 2, 1]","[0, 2, 1]",TRUE
11,WAS,EDM,5,2,115,-125,4,6,0,0,"[1, 1, 3]","[2, 0, 0]",FALSE
11,ANA,CAR,4,3,154,-164,5,5,0,0,"[2, 0, 1, 0, 1]","[1, 2, 0, 0, 0]",FALSE
11,FLA,TB,5,8,105,-115,4,6,1,1,"[2, 1, 2]","[3, 3, 2]",TRUE
11,VAN,DAL,1,2,125,-135,6,4,0,0,"[0, 0, 1, 0]","[0, 1, 0, 1]",TRUE
11,SJ,TOR,3,2,-115,105,5,5,0,0,"[0, 1, 2]","[1, 0, 1]",TRUE
11,VEG,NYR,4,6,195,-215,8,2,0,0,"[2, 2, 0]","[1, 1, 4]",FALSE
11,WIN,MIN,2,1,125,-135,5,5,1,0,"[1, 0, 1]","[0, 0, 1]",FALSE
11,EDM,PIT,2,3,-109,-101,3,7,0,1,"[0, 2, 0]","[0, 2, 1]",TRUE
11,NJ,VAN,2,0,114,-124,8,2,0,0,"[0, 1, 1]","[0, 0, 0]",FALSE
11,BOS,VEG,2,1,-201,186,4,6,0,1,"[0, 1, 1]","[0, 1, 0]",TRUE
11,MIN,MON,6,3,-121,111,4,6,0,0,"[3, 1, 2]","[0, 1, 2]",TRUE
11,CAR,COL,3,5,-121,111,4,6,0,0,"[2, 1, 0]","[2, 3, 0]",FALSE
12,BUF,SJ,2,3,100,-120,3,8,0,1,"[0, 2, 0]","[1, 1, 1]",TRUE
12,NYR,MON,4,5,135,-145,3,8,1,0,"[0, 2, 2]","[3, 1, 1]",FALSE
12,TB,ANA,1,4,-151,141,9,2,0,0,"[0, 1, 0]","[0, 3, 1]",TRUE
12,DET,FLA,3,2,144,-154,4,7,0,0,"[1, 1, 0, 0, 1]","[0, 2, 0, 0, 0]",FALSE
12,STL,CLB,4,1,-133,123,8,3,0,0,"[1, 1, 2]","[0, 0, 1]",TRUE
12,PIT,MIN,1,2,-108,-102,7,4,0,0,"[1, 0, 0]","[1, 0, 1]",FALSE
12,CHI,COL,3,6,-115,105,5,6,0,0,"[0, 2, 1]","[3, 2, 1]",FALSE
12,CAL,WAS,2,1,-135,125,5,6,0,0,"[0, 1, 1]","[0, 0, 1]",TRUE
12,WAS,CAL,1,2,125,-135,5,6,0,0,"[0, 0, 1]","[0, 1, 1]",FALSE
12,NYI,VEG,6,3,-170,160,6,5,0,0,"[1, 2, 3]","[2, 0, 1]",TRUE
12,PHI,ARI,3,4,-179,167,6,5,0,0,"[0, 0, 3, 0]","[2, 0, 1, 1]",TRUE
12,ARI,PHI,4,3,167,-179,0,11,0,0,"[2, 0, 1, 1]","[0, 0, 3, 0]",FALSE
12,CLB,BOS,4,3,-133,123,7,4,0,0,"[2, 1, 0, 0, 1]","[0, 1, 2, 0, 0]",TRUE
12,OTT,MON,3,8,-115,105,5,6,0,0,"[2, 1, 0]","[4, 2, 2]",TRUE
12,MON,OTT,8,3,105,-115,3,8,0,0,"[4, 2, 2]","[2, 1, 0]",FALSE
12,LA,STL,2,4,115,-125,9,2,0,0,"[0, 2, 0]","[0, 3, 1]",FALSE
12,DAL,VAN,2,1,-135,125,6,5,0,0,"[0, 1, 0, 1]","[0, 0, 1, 0]",FALSE
12,TOR,SJ,2,3,105,-115,7,4,0,0,"[1, 0, 1]","[0, 1, 2]",FALSE
12,VAN,NJ,0,2,-124,114,6,5,0,0,"[0, 0, 0]","[0, 1, 1]",TRUE
12,ANA,TOR,1,3,111,-121,6,5,0,0,"[1, 0, 0]","[1, 0, 2]",TRUE
12,SJ,NAS,4,1,-135,125,6,5,0,0,"[1, 2, 1]","[0, 1, 0]",TRUE
12,NAS,SJ,1,4,125,-135,5,6,0,0,"[0, 1, 0]","[1, 2, 1]",FALSE
12,VEG,BOS,1,2,186,-201,8,3,1,0,"[0, 1, 0]","[0, 1, 1]",FALSE
12,FLA,CLB,3,7,-105,-105,4,7,0,0,"[1, 2, 0]","[2, 3, 2]",TRUE
12,WIN,DAL,5,2,-102,-108,6,5,0,0,"[3, 0, 2]","[1, 1, 0]",TRUE
12,COL,CAR,5,3,111,-121,6,5,0,0,"[2, 3, 0]","[2, 1, 0]",TRUE
12,EDM,NJ,6,3,-190,171,3,8,0,0,"[2, 2, 2]","[1, 1, 1]",TRUE
12,NJ,EDM,3,6,171,-190,9,2,0,0,"[1, 1, 1]","[2, 2, 2]",FALSE
12,BOS,WAS,2,3,-115,105,5,6,0,0,"[0, 1, 1]","[2, 1, 0]",TRUE
12,MIN,CHI,0,2,-125,115,5,6,1,0,"[0, 0, 0]","[0, 0, 2]",TRUE
12,CAR,ARI,1,2,-150,140,4,7,0,0,"[0, 0, 1, 0, 0]","[0, 1, 0, 0, 1]",FALSE
13,PIT,WIN,1,7,100,-110,7,5,1,0,"[0, 1, 0]","[5, 0, 2]",FALSE
13,TB,FLA,8,5,-115,105,9,3,1,1,"[3, 3, 2]","[2, 1, 2]",FALSE
13,STL,LA,4,2,-125,115,9,3,0,0,"[0, 3, 1]","[0, 2, 0]",TRUE
13,NYR,VEG,6,4,-215,195,3,9,0,0,"[1, 1, 4]","[2, 2, 0]",TRUE
13,DET,ARI,5,3,-170,160,5,7,1,0,"[2, 2, 1]","[0, 1, 2]",TRUE
13,ARI,DET,3,5,160,-170,1,11,0,1,"[0, 1, 2]","[2, 2, 1]",FALSE
13,CHI,PHI,3,0,-138,128,5,7,0,0,"[0, 2, 1]","[0, 0, 0]",TRUE
13,PHI,CHI,0,3,128,-138,6,6,0,0,"[0, 0, 0]","[0, 2, 1]",FALSE
13,TOR,ANA,3,1,-121,111,7,5,0,0,"[1, 0, 2]","[1, 0, 0]",FALSE
13,WAS,NYI,4,3,-132,122,5,7,0,0,"[2, 1, 1]","[1, 1, 1]",TRUE
13,NYI,WAS,3,4,122,-132,7,5,0,0,"[1, 1, 1]","[2, 1, 1]",FALSE
13,OTT,DET,3,1,-152,142,5,7,0,1,"[1, 1, 1]","[0, 0, 1]",TRUE
13,CLB,FLA,7,3,-105,-105,8,4,0,0,"[2, 3, 2]","[1, 2, 0]",FALSE
13,MON,MIN,3,6,111,-121,4,8,0,0,"[0, 1, 2]","[3, 1, 2]",FALSE
13,DAL,WIN,2,5,-108,-102,7,5,0,0,"[1, 1, 0]","[3, 0, 2]",FALSE
13,CAL,PIT,2,1,-130,120,6,6,0,0,"[0, 0, 1, 1]","[0, 0, 1, 0]",TRUE
13,BUF,ARI,5,4,101,-111,3,9,0,0,"[1, 2, 2]","[1, 0, 3]",FALSE
13,LA,TOR,5,3,-144,134,9,3,0,1,"[3, 2, 0]","[0, 2, 1]",TRUE
13,ANA,NAS,3,5,-105,-115,6,6,0,0,"[0, 2, 1]","[2, 2, 1]",TRUE
13,NAS,ANA,5,3,-115,-105,5,7,0,0,"[2, 2, 1]","[0, 2, 1]",FALSE
13,VEG,OTT,5,4,177,-192,8,4,0,0,"[1, 2, 2]","[0, 2, 2]",FALSE
13,WIN,MON,4,5,-125,115,7,5,0,0,"[1, 1, 2, 0]","[1, 1, 2, 1]",TRUE
13,FLA,NYR,4,5,-111,101,4,8,0,0,"[0, 2, 2, 0]","[0, 2, 2, 1]",TRUE
13,COL,PHI,5,4,160,-170,7,5,0,0,"[1, 2, 1, 0, 1]","[0, 2, 2, 0, 0]",FALSE
13,VAN,PIT,4,2,115,-125,6,6,0,0,"[1, 1, 2]","[1, 0, 1]",TRUE
13,SJ,ANA,2,1,-180,165,7,5,0,0,"[0, 0, 1, 0, 1]","[1, 0, 0, 0, 0]",TRUE
13,EDM,DET,0,4,-200,170,4,8,0,0,"[0, 0, 0]","[2, 1, 1]",TRUE
13,NJ,CAL,4,5,158,-175,9,3,0,0,"[1, 2, 1, 0, 0]","[1, 2, 1, 0, 1]",FALSE
13,BOS,MIN,5,3,-102,-108,5,7,0,0,"[2, 2, 1]","[1, 0, 2]",TRUE
13,MIN,BOS,3,5,-108,-102,5,7,0,0,"[1, 0, 2]","[2, 2, 1]",FALSE
13,CAR,FLA,3,1,-138,128,4,8,0,0,"[0, 1, 2]","[0, 1, 0]",TRUE
14,PIT,EDM,3,2,-101,-109,7,6,1,0,"[0, 2, 1]","[0, 2, 0]",FALSE
14,DET,OTT,1,3,142,-152,6,7,1,0,"[0, 0, 1]","[1, 1, 1]",FALSE
14,TB,NYR,1,2,-159,149,10,3,0,0,"[0, 1, 0, 0]","[1, 0, 0, 1]",TRUE
14,NYR,TB,2,1,149,-159,4,9,0,0,"[1, 0, 0, 1]","[0, 1, 0, 0]",FALSE
14,STL,PHI,0,2,-180,168,10,3,0,0,"[0, 0, 0]","[0, 1, 1]",TRUE
14,PHI,STL,2,0,168,-180,6,7,0,0,"[0, 1, 1]","[0, 0, 0]",FALSE
14,ARI,BUF,4,5,-111,101,1,12,0,0,"[1, 0, 3]","[1, 2, 2]",TRUE
14,TOR,LA,3,5,134,-144,8,5,1,0,"[0, 2, 1]","[3, 2, 0]",FALSE
14,OTT,VEG,4,5,-192,177,6,7,0,0,"[0, 2, 2]","[1, 2, 2]",TRUE
14,MON,WIN,5,4,115,-125,4,9,0,0,"[1, 1, 2, 1]","[1, 1, 2, 0]",FALSE
14,WAS,BOS,3,2,105,-115,6,7,0,0,"[2, 1, 0]","[0, 1, 1]",FALSE
14,CLB,TB,4,5,115,-125,9,4,0,1,"[2, 0, 2, 0, 0]","[2, 2, 0, 0, 1]",FALSE
14,DAL,BUF,5,1,-190,175,7,6,0,0,"[4, 1, 0]","[0, 1, 0]",TRUE
14,BUF,DAL,1,5,175,-190,4,9,0,0,"[0, 1, 0]","[4, 1, 0]",FALSE
14,CHI,MIN,2,0,115,-125,6,7,0,1,"[0, 0, 2]","[0, 0, 0]",FALSE
14,LA,NAS,3,4,-150,130,10,3,0,0,"[0, 0, 3, 0]","[2, 1, 0, 1]",TRUE
14,NAS,LA,4,3,130,-150,6,7,0,0,"[2, 1, 0, 1]","[0, 0, 3, 0]",FALSE
14,ANA,SJ,1,2,165,-180,6,7,0,0,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 1]",FALSE
14,NYI,COL,6,4,-235,202,7,6,0,0,"[2, 3, 1]","[0, 2, 2]",TRUE
14,COL,NYI,4,6,202,-235,8,5,0,0,"[0, 2, 2]","[2, 3, 1]",FALSE
14,CAL,NJ,5,4,-175,158,7,6,0,0,"[1, 2, 1, 0, 1]","[1, 2, 1, 0, 0]",TRUE
14,VEG,TOR,3,4,175,-190,9,4,0,0,"[1, 1, 1, 0, 0]","[3, 0, 0, 0, 1]",FALSE
14,WIN,DAL,4,1,129,-139,7,6,1,0,"[3, 0, 1]","[0, 1, 0]",FALSE
14,VAN,DET,2,3,-155,145,7,6,1,0,"[0, 0, 2]","[1, 1, 1]",TRUE
14,NJ,STL,1,3,117,-127,9,4,0,0,"[1, 0, 0]","[0, 1, 2]",TRUE
14,EDM,NYI,2,1,109,-119,4,9,0,0,"[0, 1, 0, 1]","[0, 1, 0, 0]",FALSE
14,FLA,CAR,1,3,128,-138,4,9,0,0,"[0, 1, 0]","[0, 1, 2]",FALSE
14,MIN,TOR,2,4,120,-130,5,8,0,0,"[1, 0, 1]","[1, 1, 2]",FALSE
14,BOS,NYR,2,4,117,-127,6,7,0,0,"[1, 0, 1]","[3, 0, 1]",FALSE
14,SJ,TB,1,5,-115,105,8,5,0,0,"[1, 0, 0]","[1, 3, 1]",TRUE
14,CAR,CLB,3,1,136,-146,5,8,0,1,"[0, 1, 2]","[1, 0, 0]",FALSE
15,PIT,CAL,1,2,120,-130,8,6,0,0,"[0, 0, 1, 0]","[0, 0, 1, 1]",FALSE
15,STL,TOR,6,4,-135,125,10,4,0,0,"[0, 3, 3]","[1, 0, 3]",TRUE
15,TOR,STL,4,6,125,-135,8,6,0,0,"[1, 0, 3]","[0, 3, 3]",FALSE
15,TB,CLB,5,4,-125,115,10,4,1,0,"[2, 2, 0, 0, 1]","[2, 0, 2, 0, 0]",TRUE
15,NYR,FLA,5,4,101,-111,5,9,0,0,"[0, 2, 2, 1]","[0, 2, 2, 0]",FALSE
15,PHI,COL,4,5,-170,160,7,7,0,0,"[0, 2, 2, 0, 0]","[1, 2, 1, 0, 1]",TRUE
15,ARI,CAR,2,1,140,-150,1,13,0,0,"[0, 1, 0, 0, 1]","[0, 0, 1, 0, 0]",TRUE
15,DET,EDM,4,0,170,-200,6,8,0,0,"[2, 1, 1]","[0, 0, 0]",FALSE
15,CHI,MON,0,2,-140,120,7,7,1,0,"[0, 0, 0]","[0, 0, 2]",TRUE
15,MON,CHI,2,0,120,-140,5,9,0,1,"[0, 0, 2]","[0, 0, 0]",FALSE
15,CLB,NYR,3,5,-110,100,9,5,1,0,"[0, 2, 1]","[0, 1, 4]",FALSE
15,WAS,ARI,3,2,-210,190,7,7,0,0,"[1, 1, 0, 1]","[2, 0, 0, 0]",TRUE
15,DAL,WIN,1,4,-139,129,8,6,0,1,"[0, 1, 0]","[3, 0, 1]",TRUE
15,BUF,WAS,3,1,-105,-105,4,10,0,0,"[0, 1, 2]","[0, 1, 0]",TRUE
15,NYI,EDM,1,2,-119,109,8,6,0,0,"[0, 1, 0, 0]","[0, 1, 0, 1]",TRUE
15,NAS,CLB,3,1,113,-123,7,7,0,0,"[0, 1, 2]","[0, 0, 1]",FALSE
15,VEG,MON,2,3,205,-225,9,5,0,0,"[1, 0, 1]","[2, 1, 0]",FALSE
15,CAL,VAN,3,5,-192,177,8,6,1,0,"[1, 2, 0]","[1, 2, 2]",TRUE
15,VAN,CAL,5,3,177,-192,7,7,0,1,"[1, 2, 2]","[1, 2, 0]",FALSE
15,ANA,LA,3,4,104,-114,6,8,0,0,"[2, 1, 0, 0]","[1, 1, 1, 1]",TRUE
15,LA,ANA,4,3,-114,104,10,4,0,0,"[1, 1, 1, 1]","[2, 1, 0, 0]",FALSE
15,NJ,EDM,2,3,108,-118,9,5,0,1,"[1, 1, 0, 0]","[0, 1, 1, 1]",TRUE
15,EDM,NJ,3,2,-118,108,5,9,1,0,"[0, 1, 1, 1]","[1, 1, 0, 0]",FALSE
15,MIN,MON,3,0,133,-143,5,9,1,0,"[0, 0, 3]","[0, 0, 0]",FALSE
15,FLA,BUF,4,1,-103,-107,4,10,0,0,"[0, 1, 3]","[1, 0, 0]",FALSE
15,BOS,TOR,2,3,120,-130,6,8,0,0,"[0, 1, 1, 0]","[0, 1, 1, 1]",FALSE
15,COL,OTT,3,4,126,-136,8,6,0,0,"[1, 1, 1, 0]","[2, 1, 0, 1]",TRUE
15,OTT,COL,4,3,-136,126,6,8,0,0,"[2, 1, 0, 1]","[1, 1, 1, 0]",FALSE
15,WIN,VEG,2,5,-121,111,8,6,0,0,"[1, 1, 0]","[2, 3, 0]",FALSE
15,CAR,CHI,3,4,-139,129,6,8,0,0,"[2, 1, 0, 0]","[0, 1, 2, 1]",TRUE
15,SJ,VAN,5,0,-185,170,8,6,0,0,"[1, 1, 3]","[0, 0, 0]",TRUE
16,PIT,VAN,2,4,-125,115,8,7,0,0,"[1, 0, 1]","[1, 1, 2]",FALSE
16,TOR,VEG,4,3,-190,175,8,7,0,0,"[3, 0, 0, 0, 1]","[1, 1, 1, 0, 0]",TRUE
16,NYR,CLB,5,3,100,-110,6,9,0,1,"[0, 1, 4]","[0, 2, 1]",TRUE
16,ARI,WAS,2,3,190,-210,2,13,0,0,"[2, 0, 0, 0]","[1, 1, 0, 1]",FALSE
16,DET,VAN,3,2,145,-155,7,8,0,1,"[1, 1, 1]","[0, 0, 2]",FALSE
16,WAS,BUF,1,3,-105,-105,8,7,0,0,"[0, 1, 0]","[0, 1, 2]",FALSE
16,STL,NJ,3,1,-127,117,11,4,0,0,"[0, 1, 2]","[1, 0, 0]",FALSE
16,CLB,NAS,1,3,-123,113,9,6,0,0,"[0, 0, 1]","[0, 1, 2]",TRUE
16,MON,VEG,3,2,-225,205,6,9,0,0,"[2, 1, 0]","[1, 0, 1]",TRUE
16,TB,SJ,5,1,105,-115,11,4,0,0,"[1, 3, 1]","[1, 0, 0]",FALSE
16,PHI,CHI,3,1,-108,-102,7,8,0,1,"[2, 1, 0]","[0, 1, 0]",TRUE
16,CHI,PHI,1,3,-102,-108,7,8,1,0,"[0, 1, 0]","[2, 1, 0]",FALSE
16,CAL,DET,6,3,-155,145,8,7,0,0,"[2, 3, 1]","[0, 3, 0]",TRUE
16,ANA,VAN,4,1,-130,120,6,9,0,0,"[1, 1, 2]","[1, 0, 0]",TRUE
16,VAN,ANA,1,4,120,-130,8,7,0,0,"[1, 0, 0]","[1, 1, 2]",FALSE
16,LA,TB,2,5,-130,120,11,4,0,0,"[0, 1, 1]","[4, 0, 1]",TRUE
16,BUF,FLA,1,4,-107,-103,5,10,0,0,"[1, 0, 0]","[0, 1, 3]",TRUE
16,DAL,NYI,5,0,-130,120,8,7,0,0,"[3, 2, 0]","[0, 0, 0]",TRUE
16,NYI,DAL,0,5,120,-130,8,7,0,0,"[0, 0, 0]","[3, 2, 0]",FALSE
16,VEG,WIN,5,2,111,-121,9,6,0,0,"[2, 3, 0]","[1, 1, 0]",TRUE
16,EDM,NYR,2,4,105,-115,6,9,0,0,"[1, 1, 0]","[1, 2, 1]",FALSE
16,BOS,TOR,1,4,-135,125,6,9,0,1,"[1, 0, 0]","[2, 0, 2]",TRUE
16,OTT,COL,4,3,-137,127,7,8,1,0,"[0, 2, 2]","[1, 2, 0]",TRUE
16,COL,OTT,3,4,127,-137,8,7,0,1,"[1, 2, 0]","[0, 2, 2]",FALSE
16,NJ,FLA,2,1,-124,114,9,6,0,0,"[1, 1, 0]","[0, 1, 0]",TRUE
16,FLA,NJ,1,2,114,-124,5,10,0,0,"[0, 1, 0]","[1, 1, 0]",FALSE
16,MIN,PHI,1,0,115,-125,6,9,0,0,"[0, 0, 1]","[0, 0, 0]",FALSE
16,NAS,PIT,5,4,-140,130,8,7,0,1,"[0, 3, 1, 0, 1]","[1, 1, 2, 0, 0]",TRUE
16,WIN,ARI,4,1,-103,-107,8,7,0,0,"[0, 1, 3]","[1, 0, 0]",FALSE
16,SJ,LA,2,1,135,-145,9,6,0,1,"[0, 0, 2]","[1, 0, 0]",FALSE
16,CAR,DAL,5,1,-120,110,6,9,0,1,"[1, 0, 4]","[0, 1, 0]",TRUE
17,PIT,ARI,3,1,-256,236,8,8,0,0,"[2, 0, 1]","[0, 0, 1]",TRUE
17,ARI,PIT,1,3,236,-256,2,14,0,0,"[0, 0, 1]","[2, 0, 1]",FALSE
17,TOR,MIN,4,2,-130,120,9,7,0,0,"[1, 1, 2]","[1, 0, 1]",TRUE
17,NYR,BOS,4,2,-127,117,7,9,0,0,"[3, 0, 1]","[1, 0, 1]",TRUE
17,MON,MIN,0,3,-143,133,7,9,0,1,"[0, 0, 0]","[0, 0, 3]",TRUE
17,STL,ARI,3,2,-215,195,12,4,0,0,"[0, 1, 1, 0, 1]","[0, 2, 0, 0, 0]",TRUE
17,DET,CAL,3,6,145,-155,8,8,0,0,"[0, 3, 0]","[2, 3, 1]",FALSE
17,TB,LA,5,2,120,-130,12,4,0,0,"[4, 0, 1]","[0, 1, 1]",FALSE
17,WAS,PIT,4,1,102,-112,8,8,0,1,"[1, 1, 2]","[0, 1, 0]",TRUE
17,CLB,CAR,1,3,-146,136,9,7,1,0,"[1, 0, 0]","[0, 1, 2]",TRUE
17,BUF,MON,1,2,180,-195,5,11,0,1,"[1, 0, 0, 0]","[0, 0, 1, 1]",FALSE
17,PHI,MIN,0,1,-125,115,8,8,0,0,"[0, 0, 0]","[0, 0, 1]",TRUE
17,CHI,CAR,4,3,129,-139,7,9,0,0,"[0, 1, 2, 1]","[2, 1, 0, 0]",FALSE
